Alliance - 辛迪加 - 2024_0717_1855
物品ID	最低价格	平均价格	拍卖数量	物品数量	数据更新时间
37760	178500	182950	8	8	1721213707
14559	20000	20000	1	1	1721213707
34736	5443	5443	46	906	1721213707
4829	11800	11800	2	2	1721213707
31896	56250	56250	3	3	1721213707
37000	209999	209999	3	3	1721213707
6541	10000	10000	1	1	1721213707
44684	118626	118633	15	22	1721213707
37891	265996	265996	6	6	1721213707
8258	80000	80000	1	1	1721213707
4448	220000	220000	1	1	1721213707
4091	111111	111111	1	1	1721213707
4706	21540	21540	2	2	1721213707
24622	333800	333800	1	1	1721213708
22528	439	450	39	1343	1721213707
12024	60000	60000	1	1	1721213707
5767	5550000	5550000	1	1	1721213707
38944	989950	989950	1	1	1721213707
37812	3989999	3989999	4	4	1721213709
8398	39994	39994	5	5	1721213709
41095	7000	7038	11	11	1721213707
12998	361554	361554	1	1	1721213707
870	5550000	5550000	1	1	1721213707
37201	40145	40145	4	60	1721213707
31218	6980000	6980000	1	1	1721213707
3740	15517	15517	7	7	1721213707
5003	1500000	1500000	1	1	1721213707
31916	849999	849999	2	2	1721213707
31228	445897	445897	2	2	1721213707
39936	19783	19784	39	39	1721213707
15726	4999999	4999999	1	1	1721213707
42743	17824	17824	14	19	1721213707
5426	298613	298613	1	1	1721213707
38852	49950	49950	4	4	1721213707
43124	5525	6520	16	208	1721213707
27686	5880574	5880574	2	2	1721213707
45776	43998	44999	21	28	1721213707
1457	9100	9100	1	1	1721213707
15233	20000	20000	2	2	1721213707
22825	4165	4165	3	30	1721213707
43652	3549	4806	84	253	1721213707
24596	25400	25400	1	1	1721213707
24935	160000	160000	1	1	1721213707
27655	130300	131886	9	140	1721213707
9303	329997	329997	9	9	1721213707
24195	887499	887499	2	2	1721213707
31164	6980000	6980000	1	1	1721213707
8266	60000	60000	1	1	1721213707
36196	118300	118300	2	2	1721213707
21990	2868	2868	1	20	1721213707
36194	350000	350000	1	1	1721213707
39083	1348700	1348700	1	1	1721213707
1080	31200	31200	1	1	1721213707
33459	59992	59992	4	8	1721213707
43010	1500	2867	176	3114	1721213707
4357	9798	9800	53	750	1721213707
38399	500000	500000	7	7	1721213707
3819	4482	4482	20	194	1721213707
37809	4761512	4761512	3	3	1721213707
36287	200076	200076	2	2	1721213707
37769	258700	258700	1	1	1721213707
16255	3990000	3990000	1	1	1721213707
23320	200000	200000	1	1	1721213707
41106	10200	17173	42	42	1721213707
41975	551500	551500	5	5	1721213707
37768	338895	338895	2	2	1721213707
3870	149996	149996	4	4	1721213707
6046	2818340	2818340	2	2	1721213707
9827	32500	32500	1	1	1721213707
14501	3626328	3626328	3	3	1721213707
31672	2518	2518	6	120	1721213707
4231	8950	8978	16	168	1721213707
19702	10044	10047	11	129	1721213707
22521	2800000	2800000	3	3	1721213707
3712	3042	4045	24	385	1721213707
3647	10900	10900	1	1	1721213707
32381	179994	179995	10	10	1721213707
14364	20700	20700	1	1	1721213707
36315	999999	999999	1	1	1721213708
40048	160043	160045	29	29	1721213707
23424	30832	36430	222	4266	1721213707
4289	19937	49940	18	206	1721213707
37781	157899	158099	8	8	1721213707
40058	177941	177945	34	34	1721213707
3530	302	302	3	59	1721213707
31904	556249	556249	2	2	1721213707
31305	303984	303984	2	2	1721213707
16249	89999	89999	8	8	1721213707
36588	1999999	1999999	1	1	1721213707
3610	9900	9900	8	8	1721213707
24710	49317	49317	2	2	1721213707
36459	350000	350000	2	2	1721213707
22562	108124	108124	4	4	1721213707
36999	246998	246998	4	4	1721213707
36299	219400	219400	1	1	1721213707
15631	37512	37512	1	1	1721213707
38882	2999999	2999999	1	1	1721213707
17038	159950	159950	2	25	1721213707
16043	3000000	3000000	4	4	1721213707
6420	90000	90000	1	1	1721213707
15734	2999999	2999999	2	2	1721213707
9300	3999999	3999999	1	1	1721213707
15994	2225	2679	86	639	1721213708
19699	1745	1745	9	16	1721213707
37775	500040	500040	1	1	1721213707
14657	63300	63300	1	1	1721213707
36105	150000	150000	1	1	1721213707
10179	20000	20000	1	1	1721213707
36609	300124	300124	1	1	1721213708
37752	355193	355193	7	7	1721213707
14478	3999999	3999999	1	1	1721213707
36916	22899	23122	323	5400	1721213708
12644	29995	29996	12	212	1721213707
13310	658800	659199	10	10	1721213707
2276	9988888	9988888	1	1	1721213707
38928	170139	179231	38	38	1721213707
7282	69999	69999	4	4	1721213707
10101	60000	60000	1	1	1721213707
12834	425389	425389	1	1	1721213707
10505	10446	10972	24	292	1721213707
8387	80996	80996	7	7	1721213707
6383	69999	69999	2	2	1721213707
35664	3868200	3868200	4	4	1721213708
42461	22220	22221	10	10	1721213707
36273	108423	108423	1	1	1721213707
24833	140000	140000	1	1	1721213707
9998	28097	28097	17	17	1721213708
38862	198000	198000	1	1	1721213707
24591	120000	120000	2	2	1721213707
39932	89998	89998	7	7	1721213707
39966	97593	97593	12	12	1721213707
13100	49999	49999	2	2	1721213707
25720	149997	149997	1	1	1721213707
24206	5989998	5989998	2	2	1721213707
22841	109999	109999	1	6	1721213708
4359	13550	13550	2	2	1721213707
4480	10000	10000	1	1	1721213707
24196	517500	517500	4	4	1721213707
42738	10224	17124	31	38	1721213707
44259	1009999	1009999	2	2	1721213707
18512	9999	9999	4	8	1721213707
33447	5999	6024	32	548	1721213707
34754	33206	33206	5	78	1721213707
41469	82300	82300	3	3	1721213707
39978	26599	26599	5	4	1721213707
41285	219994	219998	31	31	1721213707
43536	5075	5075	22	30	1721213709
30722	69988888	69988888	1	1	1721213707
42469	44948	44950	10	10	1721213707
21899	4999998	4999998	2	2	1721213707
8925	39638	39638	20	260	1721213707
14843	99989998	99989998	2	2	1721213707
34599	10001	10002	5	110	1721213707
36917	22325	26015	59	272	1721213707
36011	99900	99900	1	1	1721213707
36976	1478600	1478600	4	4	1721213707
9425	99999898	99999898	2	2	1721213709
16680	1008786	1008786	2	2	1721213707
6125	3889950	3889950	1	1	1721213707
31911	101243	101243	2	2	1721213707
24836	560000	560000	1	1	1721213707
40026	287491	287493	30	30	1721213707
40022	289399	289399	12	12	1721213707
18652	20000	20000	5	5	1721213707
36264	120000	120000	3	3	1721213707
19274	238824	238824	4	4	1721213707
13094	95900	95900	1	1	1721213707
14158	50000	50000	1	1	1721213707
36373	120000	120000	6	6	1721213707
29534	999998	999998	6	6	1721213707
14842	99989999	99989999	1	1	1721213707
41470	80000	80000	4	4	1721213707
24476	29996	29996	4	16	1721213707
40892	8898	8898	29	29	1721213707
4593	20000	20000	1	2	1721213707
28270	2620000	2620000	1	1	1721213707
19701	1450	1450	4	8	1721213709
11166	2002246	2002246	6	6	1721213707
3611	350000	350000	3	3	1721213707
41094	34889	34989	59	59	1721213707
38590	999899	999899	1	1	1721213707
41543	145499	145499	5	5	1721213707
25848	266249	277186	16	16	1721213707
37823	859996	859996	1	1	1721213707
3737	5989999	5989999	2	2	1721213707
20974	11398	11398	4	4	1721213707
23144	3999999	3999999	1	1	1721213707
6361	9850	9961	4	29	1721213707
37754	150000	159649	8	8	1721213707
43371	45000	45000	23	23	1721213707
22565	230000	230000	6	6	1721213707
43364	45000	45000	22	24	1721213707
41435	100000	100000	2	2	1721213707
15846	16869	16869	5	5	1721213707
31294	500816	500816	1	1	1721213707
13059	1988800	1988800	2	2	1721213709
13055	610000	610000	2	2	1721213707
40536	2098	2712	18	304	1721213708
43118	18825	20165	8	43	1721213709
37819	404780	404780	5	5	1721213707
24819	75408	75408	1	1	1721213707
36018	62156	62156	1	1	1721213707
13003	1981690	1981690	1	1	1721213707
955	150	150	1	1	1721213707
30420	49894	49894	9	9	1721213707
42410	14523	14524	31	33	1721213707
6373	9999	9999	1	17	1721213707
16000	2899	2899	13	126	1721213707
37647	220336	220336	5	5	1721213707
7560	2999999	2999999	2	2	1721213707
41460	131492	131492	9	9	1721213708
42961	20020	20020	16	16	1721213709
11967	12445	12445	2	2	1721213707
24804	66666	66666	1	1	1721213707
4340	49938	49938	14	135	1721213707
11825	660000	660000	3	3	1721213707
48720	19998	19999	17	19	1721213707
18736	9988888	9988888	1	1	1721213707
942	660125	660125	1	1	1721213707
31151	265427	265427	2	2	1721213707
41386	6099993	6099993	10	10	1721213707
22448	2197	2691	25	83	1721213707
13066	300000	300000	1	1	1721213707
43501	1374	1374	7	33	1721213707
24368	1121	1121	9	517	1721213707
15118	30000	30000	1	1	1721213707
8397	32250	32250	4	4	1721213707
2099	1301340	1301340	2	2	1721213707
20865	19996	19996	3	400	1721213707
36606	1999999	1999999	1	1	1721213707
41384	19989994	19989994	2	2	1721213707
43395	44991	44992	10	10	1721213707
44675	151300	151300	1	1	1721213707
2822	1008888	1008888	1	1	1721213707
40347	7525049	7525049	8	8	1721213707
9780	29900	29900	2	2	1721213707
27684	17645	17645	9	9	1721213709
14483	59000	59000	4	4	1721213707
5488	2888888	2888888	1	1	1721213707
36184	114333	114333	1	1	1721213707
39964	51200	51200	4	4	1721213707
15758	4990000	4990000	1	1	1721213707
21900	669998	669998	2	2	1721213707
7392	100450	100450	3	15	1721213707
35623	103500	127023	47	184	1721213707
40054	669976	669977	11	11	1721213707
36126	86000	86000	1	1	1721213707
2699	18798	18798	7	7	1721213707
23107	59900	59996	61	117	1721213707
13031	99999	99999	1	1	1721213707
31280	161568	161568	2	2	1721213707
37365	169700	169700	4	4	1721213709
38418	999999	999999	1	1	1721213707
40027	298794	298795	13	13	1721213707
4389	1248	1296	34	209	1721213707
39952	58899	58899	2	2	1721213707
3846	68800	68800	6	6	1721213707
40017	100000	109315	34	34	1721213707
28421	103945	103946	63	445	1721213707
3823	12024	12025	28	328	1721213707
29548	45500	45750	3	9	1721213707
45804	44999	44999	14	14	1721213707
14155	94997	111666	42	42	1721213707
24816	110000	110000	1	1	1721213707
1529	63000	65523	76	430	1721213707
13117	4008490	4008490	3	3	1721213707
36297	1649800	1649800	1	1	1721213707
36379	110000	110000	5	5	1721213707
41553	2689555	2689555	2	2	1721213707
36162	250000	250000	2	2	1721213707
1717	299999	299999	1	1	1721213707
6053	300000	300000	5	5	1721213707
1168	3035166	3035166	3	3	1721213707
9828	14100	14100	1	1	1721213707
35989	72100	72100	1	1	1721213707
4796	11593	11593	1	1	1721213707
4233	29999	34919	15	196	1721213707
23148	3999999	3999999	1	1	1721213708
10822	6885515	6885515	7	7	1721213707
36673	180000	180000	2	2	1721213707
1976	9989999	9989999	1	1	1721213707
37782	159990	159990	3	3	1721213707
44683	869194	869194	2	2	1721213707
14834	989998	989998	1	1	1721213708
15521	40000	40000	1	1	1721213707
5571	5500	5500	1	1	1721213707
13455	39999	39999	5	46	1721213707
44955	10224	10224	21	21	1721213709
24952	66243	66243	1	1	1721213707
36418	60800	60800	5	5	1721213707
43677	100150	100150	1	1	1721213707
9837	12895	12895	1	1	1721213707
2207	1138	1138	1	1	1721213707
24078	99997	99997	6	6	1721213707
45812	1504990	1504990	8	8	1721213708
6378	23998	23998	3	3	1721213707
13288	109996	109996	3	3	1721213707
5743	60000	60000	1	1	1721213707
41805	25573	35547	24	234	1721213707
34769	18989	18989	10	125	1721213707
41456	42500	42500	2	2	1721213707
41448	72299	72299	7	7	1721213707
22279	55550150	55550150	1	1	1721213707
12184	9897	9902	24	160	1721213707
38425	50973	50973	54	967	1721213707
43361	44997	44997	5	5	1721213707
22788	29994	29995	17	31	1721213707
44750	330	335	18	332	1721213707
4666	100000	100000	1	1	1721213709
38857	599997	599997	9	9	1721213707
31914	5000000	5000000	1	1	1721213707
5110	50000	50000	1	1	1721213707
5071	10000	10000	3	3	1721213707
20749	29998	29998	12	12	1721213707
34768	31122	31122	17	249	1721213707
13495	119997	119997	6	6	1721213707
49084	44997	44999	13	13	1721213707
20823	0	0	1	0	1721213707
24255	3990000	3990000	3	3	1721213707
1296	24999	24999	2	2	1721213707
41397	184999	184999	4	4	1721213707
16111	886750	886750	2	2	1721213707
13477	3886749	3886749	1	1	1721213707
15651	60000	60000	1	1	1721213707
37765	189998	189998	4	4	1721213707
9293	212797	212797	3	3	1721213707
9486	3330000	3330000	1	1	1721213707
39907	29999	32473	28	28	1721213707
25103	499940	499940	1	1	1721213707
44446	59992	59993	29	29	1721213707
9793	21200	21200	3	3	1721213707
12800	35294	39147	87	349	1721213707
28118	89992	89992	68	68	1721213709
7411	13183	13183	2	2	1721213707
7287	70000	70000	1	5	1721213707
25188	100000	100000	2	2	1721213707
25660	84500	84500	1	1	1721213707
38376	499799	499799	13	13	1721213707
23784	10896	10897	23	94	1721213707
37777	187649	187649	2	2	1721213707
11081	120450	120450	5	5	1721213707
5974	40000	40000	2	2	1721213707
24677	80000	80000	1	1	1721213708
6558	10405	10405	2	2	1721213707
41496	199998	199998	6	6	1721213707
36387	999999	999999	1	1	1721213707
42453	10097	10098	14	15	1721213707
13756	13886	16489	24	395	1721213707
21894	1402499	1402499	2	2	1721213707
44087	1989999	1989999	1	1	1721213707
4676	20000	20000	1	1	1721213707
36436	180000	180000	1	1	1721213708
38682	1998	1998	69	452	1721213707
39906	61245	61247	39	39	1721213707
42908	12021	12022	25	27	1721213707
41510	64798	64799	89	888	1721213707
5956	10000	10000	3	3	1721213707
3065	11400	11400	1	1	1721213709
6370	17991	17991	9	95	1721213709
40282	7499999	7499999	7	7	1721213707
11139	141	145	26	68	1721213707
44328	6342	6343	11	37	1721213707
13512	182795	182795	3	14	1721213707
25895	1715549	1715549	1	1	1721213707
15409	9950	11989	26	359	1721213707
36127	0	0	1	0	1721213707
9872	40000	40000	1	1	1721213707
41116	439588	439588	1	1	1721213707
36282	130503	130503	4	4	1721213707
6372	15043	15045	30	72	1721213707
2605	29554	29554	20	192	1721213709
21953	10000	10000	6	6	1721213707
36377	118878	118878	2	2	1721213707
43432	30898	30899	38	39	1721213707
19264	1568120	1568120	9	9	1721213707
2877	199999	199999	1	1	1721213707
16167	10150	10150	1	4	1721213707
36912	10399	11044	474	9130	1721213709
2996	10000	18940	20	279	1721213707
21071	9999	9999	2	11	1721213707
4781	31230	31230	1	1	1721213707
17709	902049	902049	4	4	1721213707
14858	189989993	189989993	1	1	1721213707
16221	1220000	1220000	3	3	1721213707
