Horde - 埃提耶什_2024_0718_2038.txt
物品ID	最低价格	平均价格	拍卖数量	物品数量	数据更新时间
12958	109980	109980	14	14	1721306302
5573	19995	19995	4	4	1721306302
36218	102200	102200	2	2	1721306302
31172	8880000	8880000	1	1	1721306302
25054	300000	300000	3	3	1721306302
10507	12914	13039	15	193	1721306302
18704	1888798	1888798	5	5	1721306305
2458	2500	2500	1	20	1721306305
36275	150000	150000	2	2	1721306302
14805	9989989	9989989	3	3	1721306302
24217	6667500	6667500	2	2	1721306305
12552	314705	314705	1	1	1721306304
16864	2660000	2660000	1	1	1721306305
36476	141800	141800	2	2	1721306302
31340	209922	209922	6	6	1721306302
10068	290000	290000	1	1	1721306302
8217	239999	239999	8	8	1721306302
23783	101549	101549	28	204	1721306302
35666	5199381	5199381	3	3	1721306302
11986	13900	13900	3	3	1721306302
15244	23300	23300	2	2	1721306302
32833	42495	42495	76	76	1721306302
18647	150996	150996	9	9	1721306302
9766	20000	20000	4	4	1721306302
11202	82463	82463	6	6	1721306302
7422	23600	23600	1	1	1721306305
6409	9999	9999	2	2	1721306302
36147	250000	250000	1	1	1721306305
25699	2426	2427	10	88	1721306302
4347	300	300	5	5	1721306302
14113	12212	12212	4	3	1721306302
25872	500000	500000	1	1	1721306302
36863	48990148	48990148	4	4	1721306302
19688	689900	689900	1	1	1721306304
17203	8884999	9916665	14	15	1721306302
36186	890000	890000	2	2	1721306302
36276	120000	120000	1	1	1721306302
6336	20000	20000	3	3	1721306302
24665	150000	150000	1	1	1721306305
809	1888000	1888000	4	4	1721306302
5009	13816	13816	3	3	1721306305
41348	609484	609484	5	5	1721306302
37746	339997	339997	3	3	1721306302
10236	104086	104086	1	1	1721306302
11371	90325	90325	10	102	1721306302
2324	40517	40517	14	135	1721306302
36594	1999999	1999999	1	1	1721306304
36571	1550000	1550000	1	1	1721306302
25719	119448	119448	66	119	1721306305
9792	171851	171851	1	1	1721306302
15515	51900	51900	1	1	1721306304
16714	53300	53300	2	2	1721306302
3199	25000	25000	3	3	1721306302
40558	24499999	24669510	30	30	1721306302
24165	349995	349995	6	6	1721306302
9433	9022094	9022094	2	2	1721306302
15996	1444439	1444439	4	4	1721306302
36492	999999	999999	1	1	1721306302
6037	39499	39709	75	716	1721306302
38886	5000000	5000000	1	1	1721306302
16252	1799971	1799971	8	8	1721306302
13307	39067	39069	6	33	1721306302
22577	1111	1828	97	549	1721306302
14166	89989979	89989979	4	4	1721306302
6536	29998	29998	1	1	1721306302
32747	100000	100000	1	1	1721306302
10048	660000	660000	2	2	1721306302
38328	1879994	1879995	17	17	1721306304
31173	249900	249900	1	1	1721306305
31910	198886	198886	7	7	1721306302
42724	1649995	1649995	3	3	1721306302
40950	139897	139897	2	2	1721306302
44669	494662	550352	10	10	1721306302
38854	979987	979987	1	1	1721306304
6889	8999	9000	16	274	1721306302
8198	369900	369900	1	1	1721306302
34758	16666	21538	10	118	1721306302
42178	28125	28125	4	4	1721306302
12037	3328	3331	23	178	1721306302
42414	34525	34525	22	22	1721306302
24773	358300	358300	1	1	1721306302
13927	39949	39949	5	30	1721306302
12994	447856	447856	1	1	1721306302
36013	400000	400000	1	1	1721306304
4576	30063	30063	2	2	1721306305
12365	472	768	1559	30282	1721306303
15261	30400	30400	1	1	1721306303
8827	3898	3898	22	108	1721306303
10513	5	5	17	14200	1721306303
17021	10291	10291	10	100	1721306303
41394	6087254	6087304	8	8	1721306303
43502	9979899	9979899	1	1	1721306304
42647	3387295	3387295	6	6	1721306303
21886	28797	37511	191	383	1721306303
7989	6059997	6073331	13	13	1721306303
3830	11125	11125	3	3	1721306303
31162	8880000	8880000	1	1	1721306303
44936	960670	961253	43	43	1721306303
44261	122500	122500	6	6	1721306303
38421	209996	209996	3	3	1721306303
16651	3049	3049	3	3	1721306304
10130	99989998	99989998	2	2	1721306303
16713	9969594	9969594	2	2	1721306303
43265	309694	309694	13	13	1721306303
19262	82996	82996	10	10	1721306303
37290	180196	180196	8	8	1721306303
8109	30000	30000	1	1	1721306304
127	20000	20000	1	1	1721306303
36113	62116	62116	1	1	1721306303
43871	669993	669993	3	3	1721306303
13465	4336	5208	83	1209	1721306303
23055	1572	1572	1	3	1721306303
23592	99946	99947	7	7	1721306303
7378	44799	44799	11	11	1721306303
39961	11250	11250	38	38	1721306303
32753	124141	124141	2	2	1721306303
18657	3794951	3794951	1	1	1721306303
23147	1999999	1999999	1	1	1721306305
20963	104857	108266	45	285	1721306303
14097	10000	10000	3	3	1721306303
22146	100998	100998	4	4	1721306303
16799	2580000	2580000	1	1	1721306303
25055	150000	150000	5	5	1721306303
45861	666666	666666	1	1	1721306304
18562	1384997	1398170	26	53	1721306303
21991	4501	4503	24	373	1721306303
16059	288825	288825	1	1	1721306304
40059	332926	332961	70	70	1721306303
9397	88800	88800	1	1	1721306303
41985	2258175	2258175	4	4	1721306305
9036	7099	7376	7	44	1721306303
23448	303368	325719	66	332	1721306303
18656	691099	691099	16	16	1721306305
6533	3500	3895	95	1297	1721306303
25003	220000	220000	1	1	1721306303
32772	49999	49999	10	10	1721306305
31158	1400000	1400000	5	5	1721306303
24477	225	652	65	809	1721306303
37795	861199	861199	3	3	1721306303
28104	45613	45613	11	10	1721306303
7067	30898	35210	29	185	1721306303
42400	99561	108797	176	176	1721306303
2678	18911	18911	18	195	1721306303
6596	15000	15000	1	1	1721306303
21887	11342	12093	73	1327	1721306303
44685	880000	880000	3	3	1721306303
9797	13438	13438	1	1	1721306303
18661	2799998	2799998	1	1	1721306304
4570	10000	10000	6	5	1721306303
44148	209999	209999	2	2	1721306305
13084	1999777	1999777	1	1	1721306303
36008	108000	108000	3	3	1721306303
39933	19999	19999	14	14	1721306303
14825	49338	49338	1	1	1721306304
49227	3880000	3935000	8	8	1721306303
24266	4990000	4990000	1	1	1721306304
36669	185778	185778	2	2	1721306303
7366	290000	290000	1	1	1721306303
43420	5729	5731	53	62	1721306303
23113	5621	5623	40	40	1721306303
23529	9995	9997	20	154	1721306303
37749	367678	381012	12	12	1721306303
204385	83432	83735	127	127	1721306303
41454	20000	20000	2	2	1721306303
6260	26945	26946	35	263	1721306303
14235	30000	30000	1	1	1721306305
43456	1649998	1649998	2	2	1721306303
15123	560000	560000	1	1	1721306303
40195	18531	18535	74	1003	1721306303
4539	150	150	4	8	1721306303
9429	29988888	29988888	1	1	1721306303
2970	10700	10700	2	2	1721306303
5789	11574	11574	2	2	1721306305
4828	30000	30000	1	1	1721306303
41546	119999	119999	11	11	1721306303
23742	80098	80098	4	4	1721306303
2835	336	396	407	7191	1721306303
23120	10000	10000	1	1	1721306303
19257	5199997	5199997	2	2	1721306303
31878	380522	380522	3	3	1721306303
25315	147100	147100	1	1	1721306303
9825	10000	10000	4	4	1721306303
43428	10021	10023	50	50	1721306303
14856	30009980	30009980	4	4	1721306303
3483	589900	589900	1	1	1721306303
13521	800000	800000	3	3	1721306305
24742	53718	53718	2	2	1721306303
3306	333299	333299	1	1	1721306304
36371	109999	109999	4	4	1721306303
13016	150734	150734	1	1	1721306303
11610	6750	10645	12	12	1721306303
38225	1999892	1999892	6	6	1721306305
10073	22100	22100	1	1	1721306303
44313	2795000	2798748	14	14	1721306303
4331	11110000	11110000	1	1	1721306303
13113	550000	550000	1	1	1721306303
7407	100000	100000	1	1	1721306303
8121	130000	130000	1	1	1721306303
27664	15998	15998	16	314	1721306303
46377	135603	138566	437	3038	1721306303
22661	6256237	6256237	1	1	1721306303
14047	995	1425	1446	26201	1721306303
25294	250000	250000	1	1	1721306305
39905	20000	21093	167	167	1721306303
40095	99082	99082	15	15	1721306303
38861	21975	21979	111	111	1721306303
1715	426232	426232	1	1	1721306304
3645	20400	20400	1	1	1721306303
41492	91898	91898	6	6	1721306303
39354	17017	17017	17	241	1721306303
4461	369	375	19	152	1721306303
14799	289989999	289989999	1	1	1721306303
8178	30000	30000	3	3	1721306303
36637	1999999	1999999	1	1	1721306303
30282	1182857	1182857	2	2	1721306303
39967	19912	19912	3	3	1721306303
38422	209995	209995	3	3	1721306303
4071	15000000	15000000	1	1	1721306303
14309	300000	300000	1	1	1721306304
19943	900	972	8	10	1721306303
42965	49324	49336	34	34	1721306303
9233	832	832	1	20	1721306303
23507	1389900	1389900	1	1	1721306304
15093	368827	368827	11	11	1721306303
21219	7670	7672	28	28	1721306303
44312	2800000	2809999	15	15	1721306303
36208	230000	230000	1	1	1721306303
37331	7990000	7990000	1	1	1721306303
5635	10099	14694	47	111	1721306303
36346	115348	115348	4	4	1721306303
10266	1000000	1000000	1	1	1721306303
36442	120000	135000	13	13	1721306303
11178	40148	74217	47	341	1721306303
40212	87394	88200	386	3257	1721306303
20881	98799	98799	2	2	1721306303
6346	509989	509989	6	6	1721306303
45780	49027	49067	57	57	1721306303
25070	200000	200000	3	2	1721306303
31187	129900	129900	1	1	1721306303
43397	74816	74852	44	44	1721306303
25260	81400	81400	1	1	1721306303
10231	550000	550000	1	1	1721306303
42729	802092	802092	4	4	1721306303
41498	219900	219900	1	1	1721306303
42725	399795	399795	7	7	1721306303
3211	12200	12200	1	1	1721306305
43351	88176	88196	60	60	1721306303
6047	1879999	1879999	2	2	1721306303
6836	369900	369900	1	1	1721306305
8110	40000	40000	1	1	1721306303
25813	169999	169999	1	3	1721306304
8254	150000	150000	1	1	1721306303
37093	6665	7431	66	365	1721306303
43454	1649998	1649998	2	2	1721306303
37813	500095	500095	6	6	1721306303
4246	189898	189898	19	19	1721306303
4410	30494	30494	7	7	1721306303
10127	50000	50000	3	3	1721306303
45737	49760	49792	35	35	1721306303
15017	11374	11374	2	2	1721306303
30283	1109997	1109997	1	1	1721306303
25744	18990	18992	99	388	1721306303
43007	12196	13058	493	17094	1721306303
10407	20000	20000	2	2	1721306303
40913	20202	20212	12	12	1721306303
40049	234425	234429	38	38	1721306303
9784	3000	3000	3	3	1721306303
4255	289900	289900	1	1	1721306303
43260	1489965	1489965	3	3	1721306303
4592	6650	8893	44	807	1721306303
28282	199891	199892	16	16	1721306303
12054	41800	41800	1	1	1721306303
15045	989900	989900	1	1	1721306303
4342	184618	184619	9	40	1721306303
41377	679785	679787	30	30	1721306303
36052	120000	120000	4	4	1721306303
15373	180000	180000	1	1	1721306303
38896	879931	879933	14	14	1721306303
11167	229988	229988	9	9	1721306303
1288	6666	6666	20	62	1721306303
43359	25074	25086	28	28	1721306303
867	489999	489999	2	2	1721306303
2701	1998881	1998881	3	3	1721306303
11022	60500	60500	1	20	1721306303
13308	3989992	3989992	3	3	1721306303
12810	12022	14180	75	256	1721306303
14746	18500	18500	2	2	1721306303
23819	859998	859998	12	16	1721306303
4569	11377	11377	4	4	1721306303
1716	651346	651346	1	1	1721306303
29363	8890200	8890200	2	2	1721306304
37744	189996	203330	10	10	1721306303
22655	99999690	99999690	1	1	1721306303
16224	40000	40000	13	13	1721306303
10394	122797	122797	9	9	1721306303
22848	25748	25748	3	38	1721306303
38874	3157385	3157385	1	1	1721306303
41257	12982228	12982228	5	5	1721306304
41245	229796	229797	23	23	1721306303
5528	1998888	1998888	2	2	1721306303
6574	50000	50000	1	1	1721306303
37747	1259999	1259999	5	5	1721306303
24245	34488	44985	23	766	1721306303
13056	284537	284537	2	2	1721306303
10290	59988	59988	4	8	1721306303
29533	854998	854998	4	4	1721306303
28363	233312	233312	9	9	1721306303
15291	660000	660000	1	1	1721306303
22527	284	294	66	776	1721306303
9955	59194	59194	3	3	1721306303
41184	405540	405540	5	5	1721306303
25049	70000	70000	3	3	1721306303
44289	62500	67499	7	7	1721306303
16858	1484800	1484800	3	3	1721306303
6581	30000	30000	1	1	1721306303
9966	46550	46550	1	1	1721306303
44922	92031	92629	114	114	1721306303
19183	9273	9273	8	34	1721306303
40047	297678	297684	63	63	1721306304
4055	15500	15500	2	2	1721306303
32656	11359898	11359898	1	1	1721306303
43860	473168	473168	5	5	1721306303
40072	11250	11250	11	15	1721306303
45810	1349999	1349999	10	10	1721306303
24639	61000	61000	3	3	1721306303
24668	150000	150000	2	2	1721306303
7469	44139	44139	1	1	1721306304
38858	320147	320148	10	10	1721306303
40199	15033	24135	394	6463	1721306303
4291	8871	8874	39	477	1721306303
31189	3750000	3750000	1	1	1721306303
25653	4999375	4999375	3	3	1721306303
37760	189999	192466	11	11	1721306303
14559	19998	19998	1	1	1721306303
34736	19449	19449	10	170	1721306303
36400	150000	150000	1	1	1721306303
31896	34997	34997	10	11	1721306303
4316	800000	800000	2	2	1721306303
37000	185498	185498	12	12	1721306303
7559	51400	51400	1	1	1721306303
25129	0	0	1	0	1721306304
36230	63500	63500	1	1	1721306304
929	1382	1393	8	17	1721306303
37891	199896	199897	15	15	1721306303
14432	60526	60526	1	1	1721306304
4706	20000	20000	1	1	1721306303
25025	850000	850000	1	1	1721306303
10171	150000	150000	1	1	1721306303
31190	60729	60729	4	4	1721306303
9197	7544	7545	14	15	1721306303
35652	199998	200114	11	11	1721306303
2622	50000	50000	1	1	1721306304
43433	1889965	1889965	3	3	1721306303
38944	1688901	1688901	1	1	1721306304
9383	7029672	7029672	3	3	1721306303
3039	23600	23600	5	5	1721306304
41095	17512	17751	66	66	1721306303
12998	4250000	4250000	1	1	1721306303
870	2998435	2998435	2	2	1721306303
31183	3750000	3750000	1	1	1721306303
37201	13678	13679	31	566	1721306303
14114	20000	20000	1	1	1721306303
39209	4025	4025	2	8	1721306303
1722	666665	666665	2	2	1721306303
31916	40398	40398	2	2	1721306303
1520	200	200	1	5	1721306303
32203	774999	774999	1	1	1721306303
36659	160700	160700	2	2	1721306303
8264	150000	150000	1	1	1721306304
42743	10096	10247	43	43	1721306303
5426	3449999	3449999	2	2	1721306303
38852	50050	105038	25	25	1721306305
43124	23896	31130	78	903	1721306303
4336	129900	129900	1	1	1721306303
27686	19990000	19990000	1	1	1721306303
42102	5499998	5499998	4	4	1721306305
6553	15000	15000	3	3	1721306303
36546	191117	191117	1	1	1721306303
43464	34280	34293	29	118	1721306303
22825	5534	5535	40	316	1721306303
45811	1557967	1558439	11	11	1721306305
24596	490000	490000	3	3	1721306303
24935	490000	490000	1	1	1721306303
10243	59941	59941	2	2	1721306303
24731	52400	52400	2	2	1721306303
27655	717	717	7	107	1721306303
6887	12	12	3	49	1721306303
9303	23299	29699	21	21	1721306303
24195	237498	237498	5	5	1721306303
31164	6980000	6980000	1	1	1721306303
36196	58300	58300	3	3	1721306303
21990	1999	1999	2	20	1721306303
14428	59999	59999	2	2	1721306305
39083	309897	309897	2	2	1721306303
33459	550	550	1	2	1721306303
41777	958887	969225	12	12	1721306303
43010	866	1032	194	3111	1721306303
4357	73	76	108	1764	1721306303
25307	140000	140000	2	2	1721306303
42731	785000	785000	1	1	1721306304
3819	8395	8396	19	273	1721306303
37809	799999	799999	8	8	1721306303
1708	39634	39634	14	76	1721306303
36287	150000	150000	2	2	1721306303
35992	60000	60000	2	2	1721306303
41471	979998	979998	2	2	1721306304
16255	306874	306874	6	6	1721306303
23320	112000	115998	9	9	1721306303
41106	33510	33510	42	42	1721306303
28979	500000	500000	1	1	1721306305
41975	151498	151499	12	12	1721306303
37768	229999	229999	3	3	1721306303
3870	1093	1093	5	5	1721306303
23758	200000	200000	21	21	1721306303
43825	3990	3992	42	42	1721306303
6046	219462	219462	6	6	1721306303
25313	0	0	1	0	1721306304
9827	12500	12500	1	1	1721306303
14501	4506870	4506870	7	7	1721306303
31672	2800	2832	11	220	1721306303
4231	4517	4519	78	288	1721306303
19702	9939	13951	28	411	1721306303
22521	39496	39498	49	49	1721306303
39088	309897	309897	2	2	1721306305
32381	41196	41197	13	13	1721306303
14364	30000	30000	1	1	1721306303
6290	8883	8883	9	134	1721306303
41344	709986	709986	3	3	1721306305
40048	241093	262597	181	181	1721306303
23424	52432	52460	324	5653	1721306303
24193	707499	707499	5	5	1721306303
7492	100000	100000	1	1	1721306303
37781	178293	183293	9	9	1721306303
40058	316661	334864	96	94	1721306303
3530	40	40	7	121	1721306303
8501	2999999	2999999	2	2	1721306303
31305	229985	229985	2	2	1721306303
14091	10270	10270	2	2	1721306303
36588	1550000	1550000	4	4	1721306303
2742	1642	1642	3	3	1721306303
23630	16009998	16009998	1	1	1721306304
14601	1000000	1000000	1	1	1721306303
24775	77300	77300	1	1	1721306303
24121	989990	989990	2	2	1721306305
37140	50000	50000	1	1	1721306303
41181	669981	669981	3	3	1721306303
22562	69484	69485	15	15	1721306303
36999	326799	326799	2	2	1721306304
31157	4500000	4500000	1	1	1721306304
9776	51230	51230	1	1	1721306303
38899	1177777	1177777	1	1	1721306304
8263	150000	150000	1	1	1721306303
17038	51074	51074	4	46	1721306303
36317	1549999	1549999	4	4	1721306303
41485	122498	122498	5	5	1721306303
41183	669983	669983	4	4	1721306305
9300	155624	155624	3	3	1721306303
6057	55500	58421	10	10	1721306303
36089	60000	60000	1	1	1721306303
14252	41000	41000	1	1	1721306304
4332	129900	129900	1	1	1721306303
37775	519038	519038	1	1	1721306303
36105	97800	97800	1	1	1721306303
10179	150000	150000	2	2	1721306303
24969	60600	60600	1	1	1721306303
16040	79999	165994	6	87	1721306303
14300	50000	50000	1	1	1721306303
37752	300000	304444	7	7	1721306303
4561	20600	20600	4	4	1721306303
10169	56031	56031	1	1	1721306303
12020	100000	100000	1	1	1721306303
40056	341183	341186	43	43	1721306303
36916	24511	24695	829	14287	1721306303
12644	9998	10016	25	159	1721306303
13310	250000	255918	11	11	1721306303
2276	1127600	1127600	3	3	1721306303
38928	255550	258998	51	64	1721306303
7282	189799	189799	2	2	1721306303
12834	501468	501468	2	2	1721306303
10505	13700	26217	154	1747	1721306303
8387	42250	46125	9	9	1721306303
35664	909599	909599	3	3	1721306305
25012	88700	88700	2	2	1721306303
42461	8775	8776	19	19	1721306303
27661	885	885	2	25	1721306303
36273	150000	150000	2	2	1721306303
12728	500000	500000	2	2	1721306305
3180	118	118	1	5	1721306303
7786	82597	82597	3	3	1721306305
24591	490000	490000	3	3	1721306303
43386	86878	86978	65	65	1721306303
39966	66666	66666	7	7	1721306303
25720	260000	260000	4	4	1721306303
24206	285000	285498	7	7	1721306303
22841	29999	29999	2	18	1721306305
15064	989900	989900	1	1	1721306304
2632	21300	21300	1	1	1721306303
44146	40999	40999	9	9	1721306304
24196	200000	200000	6	6	1721306303
42738	11020	11021	59	65	1721306303
16650	9999	9999	2	2	1721306304
32219	762400	762400	6	6	1721306303
41128	1489679	1489679	4	4	1721306303
33447	5993	8496	40	692	1721306303
10107	150000	150000	4	3	1721306303
34754	3999	3999	17	185	1721306303
25417	0	0	2	0	1721306303
41469	66599	66599	5	5	1721306303
24813	490000	490000	3	3	1721306303
41285	229499	229594	148	148	1721306305
39717	7769994	7769996	19	19	1721306303
9395	2863500	2863500	1	1	1721306304
30722	69988888	69988888	1	1	1721306303
12025	31800	31800	1	1	1721306303
42469	49979	49983	39	39	1721306303
21899	549999	549999	3	3	1721306303
1486	14980000	14980000	3	3	1721306303
16830	1000001	1000001	3	3	1721306303
14843	198879994	198879994	3	3	1721306303
46004	252500	252500	1	1	1721306304
3190	249998	249998	1	1	1721306303
36265	120000	120000	2	2	1721306303
34599	7498	7498	12	284	1721306303
36917	21995	24902	163	1024	1721306303
29426	2046	2046	3	55	1721306303
36976	448698	448698	6	6	1721306303
22575	896	1403	76	333	1721306303
16680	9988888	9988888	1	1	1721306303
9877	16093	16093	2	2	1721306303
24836	490000	490000	2	2	1721306303
23077	34993	41540	159	544	1721306303
40022	348175	348188	165	165	1721306303
6199	100000	100000	1	1	1721306304
36264	120000	120000	5	4	1721306303
31275	358939	358939	2	2	1721306303
10155	7703821	7703821	1	1	1721306303
23100	2991	2991	152	152	1721306303
36373	118800	118800	6	6	1721306303
8006	350000	350000	1	1	1721306304
14136	989900	989900	1	1	1721306305
15092	369900	369900	1	1	1721306303
38439	116099	116099	13	13	1721306303
21949	10000	10000	4	4	1721306303
41470	49995	49995	7	7	1721306303
24476	9848	9978	16	187	1721306303
40892	8896	8896	15	15	1721306303
4593	6249	6277	16	241	1721306303
28270	850000	850000	4	4	1721306303
818	10225	36392	56	629	1721306303
44089	500000	500000	5	5	1721306304
3611	1124	1124	4	4	1721306303
41094	7989	7990	48	57	1721306303
38590	1649997	1649997	1	1	1721306303
41543	103697	103699	49	49	1721306303
4794	91581	91581	1	1	1721306303
25848	199998	205053	43	43	1721306303
24092	974372	974372	2	2	1721306303
40943	609900	609900	1	1	1721306305
7415	33339	33339	1	1	1721306303
15663	300000	300000	1	1	1721306305
36591	266553	266553	1	1	1721306304
45628	289899	289899	43	43	1721306304
23144	1999999	1999999	1	1	1721306303
24651	0	0	1	0	1721306304
43371	87645	87685	105	105	1721306303
22565	81300	81394	17	17	1721306303
43364	95583	95609	69	69	1721306303
15846	6000	6000	31	31	1721306303
31294	299984	299984	1	1	1721306303
9834	30000	30000	1	1	1721306305
13055	356075	356075	1	1	1721306303
40536	1145	1679	183	2375	1721306303
15058	989900	989900	1	1	1721306303
42747	64500	64504	115	119	1721306303
44143	29998	29998	1	1	1721306304
24674	67992	67992	2	2	1721306303
24819	300000	300000	2	2	1721306303
35981	83556	83556	6	6	1721306303
7056	369900	369900	1	1	1721306303
15310	10627	10627	2	2	1721306303
13003	461688	461688	2	2	1721306303
7468	290000	290000	1	1	1721306303
30420	9697	9697	50	50	1721306303
3010	5200	5200	1	2	1721306303
38822	2599997	2599997	2	2	1721306303
42410	8297	8354	25	25	1721306303
6373	1664	1664	3	32	1721306303
16000	3718	3742	24	213	1721306303
21371	502529	502529	5	5	1721306303
37647	188798	188799	10	10	1721306303
27666	761	764	48	627	1721306303
41460	52489	52489	1	1	1721306303
19684	1289900	1289900	1	1	1721306303
15163	100000	100000	1	1	1721306303
42727	1629997	1629997	2	2	1721306304
6051	10000	10000	2	39	1721306304
48720	11399	11493	25	37	1721306303
18736	9988888	9988888	1	1	1721306303
32388	51023	71444	37	1970	1721306303
942	6660000	6660000	4	4	1721306303
31151	410733	410733	1	1	1721306303
7734	212816	212816	4	4	1721306303
16735	278887	278887	2	2	1721306303
41386	3850000	3850000	5	5	1721306303
22448	6131	7321	59	265	1721306303
13066	509999	509999	2	2	1721306303
43501	1535	1687	16	120	1721306303
1318	3450000	3450000	1	1	1721306303
25304	0	0	1	0	1721306303
24368	1125	2911	58	3418	1721306303
15118	13500	13500	2	2	1721306303
31258	905585	905585	1	1	1721306303
8397	19993	19993	9	9	1721306303
36574	150000	150000	3	3	1721306305
20865	10131	10132	5	18	1721306303
41384	5999911	5999911	2	2	1721306303
43395	95256	95592	70	70	1721306303
36181	73100	73100	2	2	1721306303
44675	500000	500000	6	6	1721306303
40347	9999999	10286666	12	12	1721306303
24297	114996	114996	3	3	1721306303
15612	49600	49600	1	1	1721306304
5488	49939	49939	15	15	1721306303
36184	64333	64333	4	4	1721306303
43469	6250791	6250791	3	3	1721306304
