Alliance - 辛迪加_2024_0721_1643.txt
物品ID	最低价格	平均价格	拍卖数量	物品数量	数据更新时间
44278	109992	109992	3	3	1721551430
6275	46047	46047	5	5	1721551430
8495	232244	232244	9	9	1721551432
3612	29999	29999	4	4	1721551430
13041	150157	150157	2	2	1721551430
29550	15898	15898	6	6	1721551430
4566	10000	10000	3	3	1721551430
40920	203063	203063	11	11	1721551430
35627	52997	58195	129	967	1721551430
24840	50000	50000	1	1	1721551430
39996	482497	482499	46	46	1721551430
9301	255624	255624	5	5	1721551430
10183	50000	50000	1	1	1721551433
9420	14009084	14009084	4	4	1721551430
4603	1567	1572	54	807	1721551430
41540	6023	6023	38	39	1721551430
17037	234842	234842	4	42	1721551430
7085	339994	339994	5	5	1721551432
31246	100000	100000	1	1	1721551432
8838	3012	4026	61	680	1721551430
13458	51594	51594	8	23	1721551430
871	5006112	5006112	2	2	1721551430
42462	8010	8011	20	23	1721551432
7459	19700	19700	3	3	1721551430
11989	99999	99999	1	1	1721551430
15232	39952	39952	2	2	1721551432
41599	508899	509327	271	271	1721551430
38438	699999	699999	1	1	1721551430
6786	210000	210000	2	2	1721551430
15248	10000	10000	2	2	1721551432
7286	29	29	4	22	1721551430
45758	44971	44972	39	39	1721551430
13109	299999	299999	3	3	1721551430
4406	1348	1349	8	16	1721551430
2840	10021	11009	283	5436	1721551430
12958	108798	108802	13	13	1721551430
43126	24996	25345	144	1545	1721551432
41458	150393	150393	6	6	1721551430
31172	8880000	8880000	1	1	1721551430
10713	139999	139999	4	4	1721551430
10507	39997	39997	31	198	1721551432
41447	88886	88886	7	7	1721551430
18704	880150	880150	2	2	1721551433
9781	22200	22200	2	2	1721551430
2458	4395	4395	1	20	1721551430
14805	770000	770000	3	3	1721551430
24217	5990000	5990000	1	1	1721551430
2862	1110	1110	3	56	1721551430
31196	550000	550000	1	1	1721551430
31340	2000000	2000000	1	1	1721551430
2456	6000	6000	1	2	1721551430
45977	2700000	2700000	1	1	1721551430
8217	171849	171849	4	4	1721551430
23783	79990	79990	9	48	1721551430
35666	4407992	4407992	1	1	1721551430
11986	40000	40000	1	1	1721551430
15244	20000	20000	1	1	1721551430
24884	50000	50000	1	1	1721551430
11202	52475	52475	2	2	1721551430
43391	54992	54993	12	12	1721551430
43435	999999	999999	1	1	1721551430
4709	14999	14999	2	2	1721551430
25699	2586	2586	7	74	1721551430
4347	60298	60298	3	3	1721551430
14113	10000	10000	1	1	1721551430
12008	42013	42013	1	1	1721551432
18487	2191034	2191034	2	2	1721551430
36863	111110149	111110149	4	4	1721551430
43534	30217	40130	22	22	1721551430
17203	3504999	3504999	1	1	1721551430
36186	999999	999999	1	1	1721551430
36276	90000	90000	2	2	1721551430
6336	50600	50600	2	2	1721551430
38373	1474997	1474998	21	23	1721551430
809	4359998	4359998	1	1	1721551430
40105	86021	86022	21	21	1721551430
41348	500022	500022	3	3	1721551430
37746	888898	888898	3	3	1721551430
10236	5000000	5000000	1	1	1721551430
11371	39999	39999	5	71	1721551430
31670	11498	11499	12	193	1721551430
36594	1999999	1999999	1	1	1721551432
25719	10099	10099	5	54	1721551430
9792	10000	10000	2	2	1721551430
36417	150000	150000	2	2	1721551430
16714	59997	59997	3	3	1721551430
4791	1998	1998	3	30	1721551430
3199	10000	10000	4	4	1721551430
40558	23009996	23504997	14	14	1721551430
24165	209996	209996	4	4	1721551430
15603	60000	60000	1	1	1721551430
15996	989999	989999	2	2	1721551430
6037	29995	29998	23	240	1721551430
16252	2951374	2951374	3	3	1721551430
13307	669986	669986	2	2	1721551430
22577	395	426	45	244	1721551430
14166	100000	100000	2	2	1721551430
38328	889993	889993	4	4	1721551430
36670	150000	150000	2	2	1721551432
31910	886245	886245	2	1	1721551430
24220	1127499	1127499	2	2	1721551430
42724	999999	999999	2	2	1721551430
40950	549999	549999	9	9	1721551430
44669	383943	383943	5	5	1721551430
36281	117000	117000	2	2	1721551430
6889	4082	4390	46	525	1721551430
34758	69995	69995	10	27	1721551432
42178	881024	881024	1	1	1721551430
12037	1399	1403	28	179	1721551430
42414	54959	54960	20	20	1721551430
24685	790000	790000	1	1	1721551430
13927	13333	13333	1	3	1721551430
12994	1231551	1231551	3	3	1721551430
7727	879999	879999	1	1	1721551430
4576	30000	30000	1	1	1721551432
12365	325	336	110	2144	1721551430
15261	60000	60000	1	1	1721551430
8827	3499	4299	55	355	1721551430
10513	31	32	20	17800	1721551430
17021	159793	159793	4	46	1721551430
10070	46446	46446	1	1	1721551430
16676	470612	470612	1	1	1721551430
41394	9993297	9993297	2	2	1721551430
24824	50000	50000	3	3	1721551430
21886	20081	20082	34	38	1721551430
7989	309991	309991	6	6	1721551430
3830	151110	151110	5	5	1721551430
15330	12200	12200	1	1	1721551432
25171	300000	300000	1	1	1721551432
2675	12545	12545	9	58	1721551430
16713	955099	955099	3	3	1721551430
43265	1995000	1995000	11	11	1721551430
19262	58124	58124	6	6	1721551430
37290	200199	200199	11	11	1721551430
13465	1773	1782	71	1178	1721551430
23592	965416	965416	1	1	1721551430
36267	110000	110000	2	2	1721551430
39961	57591	57592	51	51	1721551432
2164	1490000	1490000	3	3	1721551430
20963	72000	72000	15	100	1721551430
14097	13000	13000	1	1	1721551430
22146	180000	180000	2	2	1721551430
3045	19997	19997	2	2	1721551430
25055	450819	450819	1	1	1721551430
935	9989999	9989999	1	1	1721551430
18562	994999	994999	4	12	1721551430
21991	5747	5747	2	21	1721551430
32905	9700	9700	1	9	1721551430
40059	186992	186994	26	26	1721551430
41985	3888888	3888888	2	2	1721551432
31152	110000	110000	1	1	1721551430
34055	165043	168199	423	1917	1721551432
43297	1500138	1640139	10	10	1721551432
6533	11585	11585	45	257	1721551430
13062	1500000	1500000	1	1	1721551430
23984	26664	26664	3	21	1721551430
15284	29980	29980	5	5	1721551430
5971	550000	550000	1	1	1721551430
31158	200000	200000	1	1	1721551430
24477	1406	1408	49	594	1721551430
37795	449999	449999	4	4	1721551430
28104	34996	34996	2	13	1721551430
7067	9996	9996	13	55	1721551430
42400	44416	44417	26	26	1721551430
4038	30000	30000	1	1	1721551430
2678	17320	17320	13	177	1721551430
14496	3999999	3999999	1	1	1721551430
16112	390000	390000	4	4	1721551430
21887	10080	10176	42	683	1721551430
24624	50000	50000	1	1	1721551430
18661	356746	356746	2	2	1721551430
13129	24030998	24030998	1	1	1721551430
39933	29999	29999	11	11	1721551430
4096	1993	1993	6	45	1721551430
49227	2660000	2660000	4	4	1721551430
7419	12900	12900	1	1	1721551430
36669	185778	185778	1	1	1721551430
7366	22400	22400	3	3	1721551430
43420	8820	8820	34	38	1721551430
23113	14988	14988	20	20	1721551430
44275	7800000	7900000	8	8	1721551430
37749	347679	347679	4	4	1721551432
204385	30825	30825	14	14	1721551430
6260	49377	49377	23	212	1721551430
10998	2949	3092	83	257	1721551430
9917	40000	40000	1	1	1721551430
40195	13993	13995	63	743	1721551430
36225	999999	999999	1	1	1721551430
9429	14001676	14001676	2	2	1721551430
11969	13800	13800	2	2	1721551430
5789	509998	509998	4	4	1721551430
9512	643643	643643	1	1	1721551430
2835	644	649	87	1650	1721551430
7370	12277	12277	1	1	1721551430
12837	5005000	5005000	1	1	1721551430
19257	6552498	6552498	3	3	1721551430
31878	889992	889992	4	4	1721551430
25315	120000	120000	3	3	1721551430
43428	10222	18789	85	86	1721551430
36516	3506039	3506039	1	1	1721551430
22926	781234	781234	3	3	1721551430
4063	99998	99998	2	2	1721551430
41500	82500	82500	3	3	1721551430
36371	999999	999999	1	1	1721551430
10212	170000	170000	1	1	1721551430
4434	11000	11000	1	1	1721551430
11610	24999	24999	7	7	1721551430
41459	168868	168868	2	2	1721551430
12828	150000	150000	3	3	1721551430
44313	11199999	11199999	3	3	1721551432
4331	999999	999999	1	1	1721551430
38835	350000	350000	1	1	1721551430
27664	1834	1834	24	473	1721551430
46377	109995	115624	33	161	1721551430
14047	690	749	418	7922	1721551430
39905	17996	17996	56	56	1721551430
43117	2119	2119	13	103	1721551430
38861	390000	390000	9	9	1721551430
3928	3970	3972	27	190	1721551430
6735	9990000	9990000	1	1	1721551430
39354	12997	12997	13	203	1721551430
4461	500	993	6	25	1721551430
9900	30000	30000	1	1	1721551430
15357	30000	30000	2	2	1721551430
14799	7778941	7778941	2	2	1721551430
48120	4999997	4999997	1	1	1721551430
37743	259996	259996	2	2	1721551432
23793	45100	45768	10	72	1721551430
36567	230400	230400	1	1	1721551430
39967	14998	14998	21	21	1721551430
38422	336100	336100	2	2	1721551430
4071	555593	555593	3	3	1721551430
24582	290000	290000	1	1	1721551430
19943	2953	2954	11	20	1721551430
42965	200209	200209	8	8	1721551430
4396	19998	19998	32	32	1721551430
1207	20000	20000	2	2	1721551430
15093	158828	158828	1	1	1721551430
21219	2734	2734	15	15	1721551430
44312	2800500	2800500	4	4	1721551430
36208	90000	90000	1	1	1721551430
16244	5990000	5990000	1	1	1721551430
5635	999	999	12	32	1721551430
22459	8888	9795	14	14	1721551430
24198	3990000	3990000	1	1	1721551432
11178	52028	52028	38	43	1721551430
40212	68996	68997	34	539	1721551430
20881	1990086	1990087	19	21	1721551430
6346	4999999	4999999	1	1	1721551430
44681	880000	880000	6	6	1721551432
24211	5990000	5990000	1	1	1721551430
7471	35523	35523	1	1	1721551430
6616	30000	30000	4	4	1721551430
5996	19998	19998	4	34	1721551430
42729	1000000	1000000	1	1	1721551432
41498	128897	128897	3	3	1721551430
42725	459986	459986	5	5	1721551430
22866	79998	79998	3	22	1721551430
43351	54996	54997	11	11	1721551430
6047	102475	102475	1	1	1721551430
8110	68888	68888	1	1	1721551432
37794	249996	249996	5	5	1721551430
10065	120000	120000	1	1	1721551430
37093	552	552	18	91	1721551430
37813	1416578	1416578	1	1	1721551430
4246	9899	9899	23	23	1721551432
4410	510498	510498	3	3	1721551430
10127	99989998	99989998	1	1	1721551430
43854	19997	19997	3	29	1721551430
14374	10000	10000	1	1	1721551430
45737	54587	54650	22	22	1721551430
25744	9995	9995	1	1	1721551430
43007	6850	6860	111	3462	1721551430
40913	52914	52918	27	27	1721551430
40049	209945	209947	38	38	1721551430
9784	20000	20000	1	1	1721551430
33209	500000	500000	1	1	1721551432
28282	459993	459994	12	12	1721551430
12054	99999	99999	3	3	1721551430
4342	109815	109815	7	65	1721551430
41377	309982	309982	3	3	1721551433
36052	660000	660000	1	1	1721551430
2204	22500	22500	1	1	1721551430
38896	2999998	2999998	1	1	1721551430
1288	3999	4858	18	26	1721551430
36378	110100	110100	2	2	1721551430
867	1059999	1059999	2	2	1721551430
12431	18013	18013	5	97	1721551430
2701	339991	339991	8	8	1721551430
12810	10112	10562	10	15	1721551430
14746	10100	10100	2	2	1721551430
23819	18000	18000	4	11	1721551430
4569	21377	21377	2	2	1721551430
36053	255500	255500	1	1	1721551430
1716	990000	990000	1	1	1721551430
29363	2254998	2254998	2	2	1721551430
18653	1999998	1999998	2	2	1721551432
16224	297997	297997	8	8	1721551430
10394	449997	449997	3	3	1721551430
41257	17779924	17779924	3	3	1721551430
41245	849998	849998	10	10	1721551430
5528	558878	558878	6	6	1721551430
6574	70000	70000	1	1	1721551430
37747	4501971	4501971	2	2	1721551430
24245	8089	8089	6	33	1721551430
18640	100000000	100000000	1	1	1721551433
10290	109998	109998	5	45	1721551430
29533	405000	405000	2	4	1721551430
28363	162000	175074	25	25	1721551430
22527	448	20000	12	529	1721551430
24949	290000	290000	1	1	1721551432
41184	999993	999993	2	2	1721551432
44289	128151	128612	7	7	1721551430
6581	1999999	1999999	1	1	1721551430
41243	890000	890000	1	1	1721551430
42956	13085	26990	16	16	1721551433
19183	2998	3562	9	232	1721551430
40047	209983	214984	14	14	1721551430
19704	5037	5038	9	15	1721551430
43860	690000	690000	1	1	1721551430
40072	4779	4801	11	83	1721551430
45810	800826	800826	1	1	1721551432
7469	10004139	10004139	1	1	1721551430
38858	2999999	2999999	1	1	1721551430
40199	14994	16390	139	1525	1721551430
4291	7723	7723	26	325	1721551430
37760	188796	188796	7	7	1721551430
34736	3999	4229	86	1692	1721551430
4829	20000	20000	1	1	1721551432
31896	188845	188846	11	11	1721551430
36114	80000	80000	1	1	1721551430
37000	195800	195800	1	1	1721551430
13871	29896	29896	4	4	1721551430
6238	25500	25500	5	5	1721551430
44684	90197	90204	32	32	1721551432
37891	350000	350000	4	4	1721551430
14432	10000	10000	1	1	1721551432
4448	80000	80000	1	1	1721551430
4706	129998	129998	3	3	1721551430
15508	70000	70000	1	1	1721551430
5011	110000	110000	1	1	1721551430
9197	150000	150000	1	1	1721551430
22528	1842	1846	15	593	1721551430
43433	999999	999999	1	1	1721551430
38944	1999995	1999995	2	2	1721551430
37812	880000	880000	1	1	1721551430
8398	29993	29994	11	11	1721551432
41095	50215	50217	39	40	1721551430
12998	1220227	1220227	2	2	1721551430
870	5550000	5550000	1	1	1721551430
37201	39975	39975	9	136	1721551430
31218	6979999	6979999	1	1	1721551430
5003	1500000	1500000	1	1	1721551430
31916	849994	849994	4	4	1721551430
31228	888800	888800	1	1	1721551430
39936	10044	10044	90	90	1721551430
15726	4999999	4999999	1	1	1721551430
42743	10223	10224	22	24	1721551430
38852	29940	29940	13	13	1721551430
43124	25524	30751	8	77	1721551430
4336	450000	450000	1	1	1721551430
27686	490575	490575	5	5	1721551430
45776	54996	54996	21	22	1721551430
6553	1000000	1000000	2	2	1721551430
43464	9999	9999	8	53	1721551433
22825	4164	4165	4	42	1721551430
43652	586	587	15	172	1721551430
24596	290000	290000	2	2	1721551430
27655	15092	15093	21	286	1721551430
6887	3595	3595	3	27	1721551430
9303	194498	194498	10	10	1721551430
24195	657500	657500	3	3	1721551430
36196	128300	128300	1	1	1721551430
10276	3000000	3000000	2	2	1721551430
14428	10000	10000	3	3	1721551430
1080	9988	9988	2	2	1721551430
41777	2459998	2459998	3	3	1721551430
43010	586	785	232	4321	1721551430
14573	10000	10000	1	1	1721551430
38399	450000	450000	8	8	1721551432
3819	7995	8044	68	800	1721551430
37809	1605659	1605659	4	4	1721551430
35992	100000	100000	2	2	1721551430
37769	188700	188700	2	2	1721551430
16255	2999998	2999998	3	3	1721551430
23320	500000	500000	1	1	1721551430
15749	3999999	3999999	1	1	1721551432
24204	1007500	1007500	3	3	1721551433
3870	81599	81599	3	3	1721551430
15112	30000	30000	1	1	1721551430
43825	8017	8017	37	37	1721551430
6046	1590486	1590486	3	3	1721551430
9827	32500	32500	1	1	1721551430
14501	8990000	8990000	1	1	1721551430
31672	140000	140000	1	20	1721551430
4231	4144	4144	41	167	1721551430
19702	763	764	7	25	1721551430
22521	33370	56703	14	14	1721551430
3712	8989	8990	25	220	1721551430
14257	50000	50000	1	1	1721551430
3647	19998	19998	3	3	1721551430
32381	195000	198331	11	11	1721551430
45627	30000	30000	1	1	1721551430
43108	7001	7002	10	114	1721551430
40048	269875	269876	20	20	1721551430
23424	32995	33076	204	2767	1721551430
24193	909999	909999	1	1	1721551430
2866	449999	449999	2	2	1721551430
14671	99999	99999	1	1	1721551430
37781	220000	224895	7	7	1721551430
40058	177981	177983	23	23	1721551430
3530	5000	5000	2	40	1721551430
8501	332795	332795	10	10	1721551430
31305	149998	149998	2	2	1721551430
14602	10000	10000	1	1	1721551430
16249	19996	19996	7	7	1721551430
36588	1660000	1660000	2	2	1721551432
2742	9931	9932	11	11	1721551430
36259	250000	250000	1	1	1721551430
10264	70400	70400	1	1	1721551430
40032	259997	262677	25	25	1721551430
41181	1990000	1990000	2	2	1721551430
22562	298000	298000	7	7	1721551430
36999	466989	466989	1	1	1721551430
15631	5000000	5000000	1	1	1721551430
9776	11000	11000	3	3	1721551430
38882	2999992	2999992	2	2	1721551432
17038	159844	159844	4	46	1721551430
16043	599999	599999	3	3	1721551430
15734	2999999	2999999	2	2	1721551430
9300	3999999	3999999	1	1	1721551430
19699	1295	1295	3	4	1721551430
14252	50000	50000	1	1	1721551430
38917	8990000	8990000	1	1	1721551432
37775	759999	759999	3	3	1721551430
14657	63300	63300	1	1	1721551430
36105	999999	999999	1	1	1721551430
37752	345195	345195	5	5	1721551430
40056	238665	238678	35	35	1721551430
36916	18488	18492	143	2361	1721551433
12644	24845	24845	16	302	1721551433
13310	597999	597999	11	11	1721551430
2686	50000	50000	7	7	1721551430
38928	110147	115908	65	65	1721551430
7282	69999	69999	2	2	1721551430
12834	5004897	5004897	2	2	1721551430
10505	39995	43957	59	930	1721551430
8387	32242	32242	3	3	1721551430
42456	28887	117939	18	18	1721551433
14789	4999997	4999997	2	2	1721551433
8132	30000	30000	1	1	1721551430
36569	242376	242376	1	1	1721551430
12728	1004998	1004998	1	1	1721551430
24591	120000	120000	2	2	1721551430
43386	54988	54990	12	12	1721551430
39966	64994	64995	19	19	1721551430
13100	59999	59999	1	1	1721551430
24206	5990000	5990000	1	1	1721551430
15262	1008492	1008492	1	1	1721551430
4359	10075	19705	10	56	1721551430
4480	9999	9999	1	1	1721551430
24196	406596	406596	2	2	1721551430
42738	8549	8549	34	40	1721551430
44259	699999	699999	3	3	1721551430
18512	9990	9990	3	6	1721551430
41128	690000	690000	2	2	1721551430
33447	5000	6302	72	1350	1721551430
34754	279999	279999	4	60	1721551430
41469	71998	71998	3	3	1721551430
24813	290000	290000	1	1	1721551430
41285	389920	389922	20	20	1721551430
39717	9009999	9009999	6	6	1721551433
43536	18998	18998	64	64	1721551430
30722	69988888	69988888	1	1	1721551430
42469	50201	50203	16	16	1721551430
21899	653750	653750	4	4	1721551430
8925	38429	38429	17	257	1721551433
14843	99989998	99989998	1	1	1721551430
46004	309396	320826	25	25	1721551430
34599	4987	4988	11	62	1721551430
36917	19819	20589	58	160	1721551430
4725	39956	39956	1	1	1721551430
29426	9999	9999	3	61	1721551430
9425	30008299	30008299	2	2	1721551432
16680	1008785	1008785	3	3	1721551430
9877	16093	16093	1	1	1721551430
31911	859942	859942	6	7	1721551430
24836	90000	90000	2	2	1721551433
40026	298863	298866	45	45	1721551433
40022	265893	279228	50	50	1721551430
18652	309998	309998	2	2	1721551432
36264	130000	130000	2	2	1721551430
31275	204281	204281	1	1	1721551430
23100	3577	3578	43	43	1721551430
36373	120000	120000	5	5	1721551430
20008	149997	149997	3	22	1721551430
29534	999899	999899	6	6	1721551430
38439	699999	699999	1	1	1721551430
23203	300096	300096	2	2	1721551430
41470	79898	79898	3	3	1721551430
24476	29910	29910	5	18	1721551430
40892	8600	8600	17	17	1721551430
4593	9994	9996	21	412	1721551430
28270	2617999	2617999	3	3	1721551430
19701	1224	1224	9	25	1721551432
11166	151549	151549	2	2	1721551430
3611	9998	9998	4	4	1721551430
41094	18897	20788	77	77	1721551430
38590	999696	999696	2	2	1721551430
23736	2593	2594	10	153	1721551430
4794	20000	20000	1	1	1721551430
25848	260000	274693	10	10	1721551433
13110	19988888	19988888	1	1	1721551430
7415	13339	13339	4	4	1721551430
37823	999999	999999	3	3	1721551433
3737	999992	999992	3	3	1721551430
20974	131398	131398	5	5	1721551430
23144	3999999	3999999	1	1	1721551430
6361	9995	9995	10	72	1721551430
37754	109290	109290	7	7	1721551430
43371	54992	54994	10	10	1721551430
22565	133746	133746	6	6	1721551432
43364	54996	54997	16	16	1721551430
41435	250000	250000	1	1	1721551430
15846	210000	210000	4	4	1721551430
31294	110000	110000	1	1	1721551430
8311	10000	10000	1	1	1721551430
13055	500000	500000	1	1	1721551430
24212	669998	669998	2	2	1721551432
2697	3094	3095	10	10	1721551433
37819	404757	404757	1	1	1721551430
35981	60000	60000	2	2	1721551430
15310	20627	20627	1	1	1721551430
36164	150000	150000	1	1	1721551430
30420	19994	19995	70	70	1721551430
36544	250000	250000	1	1	1721551430
42410	13482	13482	22	22	1721551430
6373	5078	5078	2	21	1721551430
16000	4439	4870	38	163	1721551430
21371	30000000	30000000	1	1	1721551430
37647	250341	250341	3	3	1721551430
27666	1248	1249	11	187	1721551430
41460	139999	139999	6	6	1721551432
14605	22200	22200	1	1	1721551432
15113	13000	13000	1	1	1721551430
15163	20000	20000	1	1	1721551430
10226	76100	76100	1	1	1721551432
11825	1300000	1300000	7	7	1721551430
48720	9983	9985	41	41	1721551430
18736	9988888	9988888	1	1	1721551430
32388	3387	3388	19	89	1721551430
942	19988888	19988888	1	1	1721551430
25271	100000	100000	1	1	1721551432
10059	50000	50000	1	1	1721551430
16735	59998	59998	1	1	1721551430
41386	8885143	8885143	3	3	1721551430
22448	2946	3000	75	320	1721551430
13066	9988888	9988888	1	1	1721551430
43501	1549	1549	13	102	1721551430
24368	19995	24963	9	496	1721551430
15118	20000	20000	1	1	1721551430
8397	2999998	2999998	2	2	1721551430
2099	2219999	2219999	2	2	1721551430
20865	19990	19995	4	426	1721551430
36606	1999999	1999999	1	1	1721551430
14401	325553	325553	2	2	1721551430
41384	19989998	19989998	2	2	1721551430
43395	49797	51095	16	16	1721551430
36181	999999	999999	1	1	1721551433
44675	151500	151500	5	5	1721551430
2822	99988779	99988779	1	1	1721551430
40347	6889996	6889996	5	5	1721551430
9780	40000	40000	4	4	1721551430
27684	1009992	1009992	9	9	1721551430
14483	69996	69996	4	4	1721551433
5488	2888888	2888888	1	1	1721551430
44436	1009999	1014666	13	13	1721551433
21900	209994	209994	3	3	1721551430
35623	99999	107387	104	509	1721551433
40054	282521	282522	20	20	1721551430
25893	1089311	1089311	1	1	1721551430
24878	999999	999999	1	1	1721551430
44267	191376	191376	5	5	1721551430
13031	80000	80000	2	2	1721551430
9910	10006945	10006945	1	1	1721551430
31280	1550000	1550000	1	1	1721551432
5640	8847	8848	11	11	1721551430
38418	699999	699999	1	1	1721551430
40027	299982	299982	13	13	1721551430
25031	50000	50000	3	3	1721551430
4389	954	957	46	383	1721551430
39952	69997	69997	1	1	1721551430
40017	102060	102064	47	47	1721551430
28421	10998	10998	3	42	1721551430
14372	10000	10000	1	1	1721551432
3416	3804900	3804900	2	2	1721551432
45804	35989	35991	36	36	1721551430
9791	13699	13699	2	2	1721551430
14155	95000	98670	16	16	1721551430
24816	68800	68800	1	1	1721551430
1529	150000	170269	12	83	1721551433
13117	3008489	3008489	3	3	1721551430
36379	989999	989999	4	4	1721551430
3531	5000	5000	3	57	1721551433
36162	250000	250000	2	2	1721551430
13122	200000	200000	1	1	1721551430
6053	130044	130044	4	4	1721551430
1168	2555151	2555151	2	2	1721551430
9858	48880	48880	1	1	1721551430
36306	134400	134400	1	1	1721551430
4233	13998	17717	33	225	1721551430
23426	31096	34017	59	343	1721551430
10822	29988888	29988888	1	1	1721551432
36673	150000	150000	1	1	1721551430
1976	2999890	2999890	2	2	1721551430
37782	255499	255499	1	1	1721551430
44683	1330000	1330000	4	4	1721551430
43868	30895	30898	33	33	1721551430
14313	34100	34100	1	1	1721551432
5571	5000	5000	1	1	1721551430
13455	6599	6599	2	12	1721551433
10328	19988779	19988779	2	2	1721551430
36418	54000	54000	3	3	1721551430
9837	12895	12895	1	1	1721551430
24078	76660	76660	33	33	1721551430
36360	250000	250000	1	1	1721551430
6378	10000	10000	2	2	1721551430
13288	999997	999997	3	3	1721551430
5743	24056	24056	1	1	1721551430
41805	140000	140000	2	40	1721551430
34769	22282	22282	62	1087	1721551430
36615	110000	110000	1	1	1721551430
22279	8880143	8880143	6	6	1721551430
12184	3984	3992	25	119	1721551430
38425	44665	44890	31	346	1721551430
43361	54996	54997	13	13	1721551430
22788	34997	40789	56	378	1721551430
6270	200000	200000	1	1	1721551433
36331	999999	999999	1	1	1721551430
38857	509997	509997	12	12	1721551430
31914	3690000	3690000	1	1	1721551430
5110	50000	50000	1	1	1721551430
5071	9999	9999	2	2	1721551430
9907	9989998	9989998	1	1	1721551430
20749	32250	39793	17	17	1721551430
41984	3888883	3888883	1	1	1721551430
31321	500000	500000	1	1	1721551432
13495	69995	69995	9	9	1721551430
10026	252082	252082	2	2	1721551430
49084	54994	54995	13	13	1721551433
20823	20000	20000	3	3	1721551430
1296	13000	13000	1	1	1721551430
15084	70000	70000	26	26	1721551430
41397	254999	254999	7	7	1721551433
16111	309495	309495	11	11	1721551430
31318	1000000	1000000	1	1	1721551430
13477	4990000	4990000	1	1	1721551430
15651	60000	60000	1	1	1721551430
37765	158796	158796	3	3	1721551430
24967	59932	59932	1	1	1721551430
9293	130000	130000	6	6	1721551430
9486	1550000	1550000	1	1	1721551430
39907	29391	29391	13	13	1721551430
25103	1110000	1110000	1	1	1721551430
44446	400000	473331	41	41	1721551430
9793	11200	11200	3	3	1721551430
25297	199999	199999	1	1	1721551430
4306	4092	5001	344	6423	1721551432
7411	13183	13183	2	2	1721551430
12013	50000	50000	1	1	1721551432
29958	2556248	2556248	2	2	1721551430
23784	8999	9856	27	97	1721551430
4816	15200	15200	2	2	1721551430
21855	159998	159998	11	11	1721551430
11081	50449	50449	2	2	1721551430
5974	9995	9995	4	4	1721551430
23116	29997	29997	24	24	1721551432
39338	9443	9444	12	59	1721551430
41496	109991	109991	5	5	1721551430
10398	1599999	1599999	3	3	1721551432
