C:\Users\15291\Desktop\ShowMeTheGold\GoldMiner\Data\Alliance - 辛迪加 - 2024_0719_0832
物品ID	最低价格	平均价格	拍卖数量	物品数量	数据更新时间
4342	189878	189878	6	55	1721349128
36052	150000	150000	2	2	1721349128
1288	8998	8998	4	8	1721349128
36378	250000	250000	1	1	1721349128
867	1502022	1502022	3	3	1721349128
922	100000	100000	1	1	1721349128
2701	450000	450000	7	7	1721349128
4362	20000	20000	11	4	1721349128
12810	12118	12118	14	24	1721349128
14746	21300	21300	1	1	1721349128
4569	11377	11377	2	2	1721349128
36053	150000	150000	2	1	1721349128
1716	1221290	1221290	2	2	1721349128
29363	2655000	2655000	1	1	1721349128
37744	119998	119998	5	5	1721349130
10394	800000	800000	4	4	1721349128
41257	19989938	19989938	3	3	1721349128
5528	1508884	1508884	5	5	1721349128
6574	70000	70000	1	1	1721349128
37747	4306885	4306885	1	1	1721349128
24245	1496	1496	2	2	1721349128
18640	100000000	100000000	1	1	1721349128
10290	179999	179999	3	25	1721349128
28363	99998	99998	25	25	1721349128
15291	90000	90000	1	1	1721349128
22527	343	7269	14	362	1721349128
24949	490000	490000	1	1	1721349128
41184	999995	999995	1	1	1721349128
44289	142500	142500	4	4	1721349128
6581	11000	11000	3	3	1721349128
42956	13095	13095	8	8	1721349128
19183	5990	5990	3	71	1721349128
40047	279899	279899	4	4	1721349128
4055	115500	115500	1	1	1721349130
40072	4547	4816	12	92	1721349128
43412	40222	40222	24	24	1721349128
31174	6980000	6980000	1	1	1721349128
4438	19988888	19988888	1	1	1721349128
40199	19749	19939	48	700	1721349128
4291	12497	12497	23	324	1721349128
37760	288800	288800	1	1	1721349128
14559	20000	20000	1	1	1721349128
34736	4396	4932	101	1630	1721349128
36400	301200	301200	1	1	1721349128
31896	285049	285049	1	1	1721349128
36114	84900	84900	2	1	1721349128
37000	179999	179999	2	2	1721349128
24755	123700	123700	1	1	1721349128
13871	29898	29898	4	3	1721349128
929	2668	3709	16	165	1721349130
37891	199999	199999	1	1	1721349128
4448	220000	220000	1	1	1721349128
4091	1550000	1550000	1	1	1721349128
31335	199999	199999	2	2	1721349128
15508	70000	70000	1	1	1721349128
22528	345	345	21	954	1721349130
12024	20000	20000	2	2	1721349128
5767	5550000	5550000	1	1	1721349128
38944	975550	975550	2	2	1721349128
9383	408011	408011	3	3	1721349128
8398	32393	32393	7	7	1721349130
41095	52995	52997	20	21	1721349128
870	5550000	5550000	1	1	1721349128
37201	40087	40087	8	118	1721349128
31218	6979999	6979999	2	2	1721349128
3740	15517	15517	4	4	1721349128
31916	109999	109999	1	1	1721349128
31228	888800	888800	2	2	1721349128
36659	150000	150000	2	2	1721349128
40909	42015	42018	31	38	1721349130
42743	10224	16334	36	38	1721349128
5426	298612	298612	1	1	1721349128
38852	29946	29946	17	17	1721349128
43124	6487	6492	14	165	1721349128
27686	100571	100571	4	4	1721349128
50125	28972	28979	21	22	1721349130
6553	11100	11100	1	1	1721349128
43464	9900	10497	8	58	1721349128
22825	4157	4157	4	17	1721349128
1981	550000	550000	3	3	1721349128
27655	50336	50336	15	192	1721349128
6887	6896	6896	1	20	1721349128
9303	279998	279998	5	5	1721349128
24195	5990000	5990000	1	1	1721349128
31164	6980000	6980000	1	1	1721349128
36196	88300	88300	2	2	1721349128
39083	675500	675500	1	1	1721349128
33459	59989	59989	1	4	1721349128
41777	888888	888888	1	1	1721349128
43010	1181	1190	163	2773	1721349128
4357	2017	2054	102	1696	1721349128
38399	599899	599899	9	9	1721349128
3819	2523	2781	34	353	1721349128
37809	4500000	4500000	4	4	1721349128
1708	998	998	1	1	1721349128
36287	200076	200076	2	2	1721349128
37769	258700	258700	2	2	1721349128
16255	3749999	3749999	1	1	1721349128
14929	289989999	289989999	1	1	1721349128
15749	3999999	3999999	1	1	1721349130
24204	5990000	5990000	1	1	1721349129
41975	61499	61499	6	6	1721349128
37768	338894	338894	1	1	1721349128
3870	51598	51598	4	4	1721349128
36563	222822	222822	1	1	1721349128
43825	10020	10020	23	29	1721349128
6046	2818341	2818341	1	1	1721349128
9827	32500	32500	1	1	1721349128
14501	3626327	3626327	3	3	1721349128
31672	2500	2500	14	276	1721349128
4231	7997	7998	14	131	1721349128
19702	897	897	6	6	1721349128
22521	129998	129998	6	6	1721349128
3712	30000	30000	2	34	1721349128
3647	100000	100000	1	1	1721349128
32381	239000	239000	5	5	1721349128
45627	50000	52777	9	9	1721349128
14364	10700	10700	1	1	1721349128
6290	2000	2000	1	6	1721349128
43108	7491	7491	7	90	1721349128
40048	150040	150040	15	15	1721349128
23424	30242	30244	116	1859	1721349128
24193	2000000	2000000	1	1	1721349128
2866	389999	389999	2	2	1721349128
37781	148297	148297	2	2	1721349128
40058	168000	168000	12	12	1721349128
8501	2999992	2999992	5	5	1721349128
31305	203981	203981	2	2	1721349128
6890	10000	10000	1	2	1721349128
2742	20843	20843	2	4	1721349130
36259	101979	101979	1	1	1721349128
10264	80000	80000	1	1	1721349128
24121	867964	867964	1	1	1721349128
36459	257000	257000	1	1	1721349128
40032	318844	318844	15	15	1721349128
41181	1990000	1990000	2	2	1721349128
22562	497997	497997	5	5	1721349128
36999	247000	247000	1	1	1721349128
31157	6980000	6980000	1	1	1721349128
15631	5000000	5000000	1	1	1721349128
42904	30225	30225	10	14	1721349128
17038	159948	159948	4	46	1721349128
14916	289989999	289989999	1	1	1721349128
1797	50000	50000	1	1	1721349128
9300	390000	390000	2	2	1721349128
31198	8880000	8880000	1	1	1721349130
19699	423	423	8	14	1721349128
37775	460000	460000	1	1	1721349128
36105	150000	150000	1	1	1721349128
24969	100000	100000	1	1	1721349128
14417	33248	33248	1	1	1721349128
32756	13330024	13330024	3	3	1721349130
37752	355186	355186	4	4	1721349128
12020	10000	10000	1	1	1721349128
14478	3999997	3999997	1	1	1721349128
14915	69999899	69999899	3	3	1721349128
5007	13672	13672	2	2	1721349128
13310	199900	199900	7	7	1721349128
2276	9988888	9988888	1	1	1721349128
38928	120144	120144	33	33	1721349128
7282	69999	69999	4	4	1721349128
12834	9805000	9805000	2	2	1721349128
10505	15494	15495	28	375	1721349128
8387	32248	32248	2	2	1721349128
42461	16799	16799	11	11	1721349128
36273	100000	100000	1	1	1721349128
12728	1559999	1559999	3	3	1721349128
3180	0	0	1	0	1721349128
7786	92600	92600	1	1	1721349130
39966	65599	65599	9	9	1721349128
13100	109999	109999	1	1	1721349128
24206	5989994	5989994	4	4	1721349128
15262	1008492	1008492	1	1	1721349128
15064	884300	884300	1	1	1721349130
4480	9999	9999	2	4	1721349128
24196	457500	457500	1	1	1721349128
42738	8825	8899	26	36	1721349128
44259	4549999	4549999	1	1	1721349128
18512	9997	9997	6	6	1721349128
33447	6006	6007	37	638	1721349128
34754	38333	38333	4	33	1721349128
41469	82000	82000	4	4	1721349128
24813	490000	490000	1	1	1721349130
6349	1109997	1109997	4	4	1721349128
15729	119465	119465	1	1	1721349128
9395	360000	360000	1	1	1721349130
30722	69988888	69988888	1	1	1721349128
3401	0	0	1	0	1721349128
42469	54996	54998	35	41	1721349128
21899	390000	390000	2	2	1721349128
40091	99050	99050	5	5	1721349128
14843	99989999	99989999	1	1	1721349128
36390	200000	200000	1	1	1721349129
34599	9993	9994	8	65	1721349128
36917	25373	25381	52	245	1721349128
29426	1332	1332	2	26	1721349128
36976	258699	258699	4	4	1721349128
22575	998	1164	55	294	1721349129
16680	9988888	9988888	1	1	1721349128
9877	16093	16093	1	1	1721349128
40026	280849	280849	18	18	1721349128
40022	270045	270045	10	10	1721349128
24167	4999999	4999999	1	1	1721349130
19274	28124	28124	6	6	1721349128
23100	3598	3598	52	52	1721349128
36373	106600	106600	2	2	1721349128
29534	905000	905000	3	3	1721349128
38439	999999	999999	1	1	1721349128
23203	406095	406095	2	2	1721349129
41470	79900	79900	1	1	1721349128
24476	29920	29922	6	33	1721349128
40892	29800	29800	5	5	1721349128
4593	19998	19998	4	43	1721349128
28270	2620000	2620000	1	1	1721349128
21892	494999	494999	2	2	1721349130
11166	602242	602242	5	5	1721349128
3611	109998	109998	2	2	1721349128
41094	33998	33998	25	33	1721349128
38590	999799	999799	1	1	1721349128
23736	2639	2639	7	132	1721349128
15234	65500	65500	1	1	1721349128
4794	20000	20000	1	1	1721349128
7918	32191	32191	6	6	1721349128
6413	130000	130000	1	1	1721349128
13110	19988888	19988888	1	1	1721349128
7415	28800	28800	1	1	1721349128
37823	409996	409996	1	1	1721349128
3737	5989995	5989995	2	2	1721349130
20974	271399	271399	4	4	1721349128
23144	3999999	3999999	1	1	1721349128
6361	2546	5377	9	60	1721349128
37754	149990	149990	9	9	1721349128
43371	54996	54997	18	18	1721349128
22565	229996	229996	4	4	1721349128
43364	54996	54999	23	23	1721349128
14930	289989999	289989999	1	1	1721349128
9834	64600	64600	1	1	1721349128
24212	1009998	1009998	2	2	1721349130
42747	10196	10196	11	14	1721349131
37819	404779	404779	4	4	1721349128
24819	75408	75408	1	1	1721349128
35981	120000	120000	1	1	1721349128
13003	551688	551688	2	2	1721349128
30420	19999	19999	14	14	1721349128
42410	14395	14398	15	30	1721349128
6373	9966	9966	1	3	1721349128
16000	10227	12229	24	181	1721349128
21371	10000000	10000000	1	1	1721349128
37647	199799	199865	12	12	1721349128
7560	395000	395000	2	2	1721349128
7975	13372	13373	7	7	1721349128
45741	29837	29840	31	31	1721349128
4340	49876	49876	14	135	1721349130
48720	10225	19987	21	23	1721349128
18736	9988888	9988888	1	1	1721349128
32388	22500	22500	1	3	1721349128
942	19988888	19988888	1	1	1721349128
31151	950000	950000	2	2	1721349128
7734	484860	484860	2	2	1721349128
16735	9988886	9988886	3	3	1721349128
41386	4009989	4009989	7	7	1721349128
22448	8738	8746	50	205	1721349128
43501	1564	1565	12	85	1721349128
24368	1122	1122	141	143	1721349128
31258	190000	190000	1	1	1721349128
8397	32249	32249	3	3	1721349128
2099	2219999	2219999	2	2	1721349128
20865	19996	19996	3	419	1721349128
14401	90000	90000	2	2	1721349128
41384	19989998	19989998	2	2	1721349128
43395	54992	54999	24	24	1721349128
36181	120000	120000	1	1	1721349128
44675	151300	151300	2	2	1721349128
2822	1008888	1008888	1	1	1721349128
40347	6109354	6271853	15	15	1721349128
9780	300000	300000	1	1	1721349128
24297	5990000	5990000	1	1	1721349130
14483	69997	69997	4	4	1721349128
5488	2888888	2888888	1	1	1721349128
43469	6610000	6610000	2	2	1721349131
15758	4990000	4990000	1	1	1721349128
21900	389999	389999	2	2	1721349128
9822	12682	12682	1	1	1721349128
40054	659985	659986	15	15	1721349128
2699	77700	79253	8	8	1721349128
23107	35618	35622	36	161	1721349128
1979	4980551	4980551	2	2	1721349128
13031	149999	149999	1	1	1721349128
18710	374898	374898	5	5	1721349130
5640	29999	29999	5	5	1721349130
38418	999999	999999	1	1	1721349128
40027	298881	298881	16	16	1721349128
7348	50000	50000	1	1	1721349128
25031	534774	534774	1	1	1721349128
4389	1110	1113	51	366	1721349128
39952	49998	49998	2	2	1721349128
40017	110000	110000	12	12	1721349128
28421	103940	103941	80	467	1721349128
3823	10123	11233	23	264	1721349128
29548	30095	34497	12	31	1721349128
45804	54999	54999	18	17	1721349128
1529	55374	68128	73	269	1721349128
13117	4008379	4008379	1	1	1721349128
36297	1649800	1649800	1	1	1721349128
36379	110000	110000	1	1	1721349128
41553	2889555	2889555	2	2	1721349128
36162	100408	100408	3	3	1721349128
15986	134300	134300	1	1	1721349128
6053	130049	130049	6	6	1721349128
2027	150000	150000	1	1	1721349129
9828	14100	14100	1	1	1721349128
36607	250000	250000	1	1	1721349128
36306	94400	94400	2	2	1721349128
4796	11588	11588	5	5	1721349128
4233	30000	33213	13	188	1721349128
23148	3999999	3999999	1	1	1721349130
6371	9987	9987	20	152	1721349128
36673	180000	180000	2	2	1721349128
1976	9989888	9989888	2	2	1721349128
37782	154996	154996	5	5	1721349128
44683	869193	869193	13	13	1721349128
30810	434	438	19	2028	1721349130
14313	34100	34100	1	1	1721349130
13455	38000	38000	2	28	1721349128
10328	6999673	6999673	1	1	1721349128
36418	150000	150000	4	4	1721349128
9837	12895	12895	2	2	1721349128
2207	131000	131000	1	1	1721349128
24078	99993	99993	22	22	1721349128
19821	1999999	1999999	2	2	1721349129
45812	992597	992597	3	3	1721349128
36520	250000	250000	1	1	1721349128
38841	100150	100150	1	1	1721349130
13288	501399	501399	2	2	1721349128
41805	16899	19507	39	346	1721349128
34769	139948	139948	16	176	1721349128
41456	42499	42499	1	1	1721349128
41448	92400	92400	5	5	1721349128
22279	8880148	8880148	1	1	1721349128
12184	8185	8186	13	102	1721349128
38425	39892	39894	35	584	1721349128
14375	5099	5099	1	1	1721349128
43361	44993	44993	11	11	1721349128
22788	49992	52947	83	535	1721349128
44750	329	335	11	210	1721349128
15217	222224	222224	1	1	1721349128
38857	2999999	2999999	1	1	1721349128
31914	5000000	5000000	1	1	1721349128
5110	50000	50000	1	1	1721349128
9907	9989998	9989998	1	1	1721349128
20749	39997	39997	13	13	1721349128
41984	3888883	3888883	1	1	1721349128
34768	31116	31117	6	76	1721349128
13495	119994	119994	1	1	1721349128
8491	14888888	14888888	1	1	1721349130
20823	10000	10000	1	1	1721349128
1296	24999	24999	1	1	1721349128
3466	5971	5972	22	278	1721349128
16111	776750	828398	8	8	1721349128
31318	2887487	2887487	1	1	1721349128
13477	4990000	4990000	1	1	1721349128
37765	189999	189999	4	4	1721349128
9293	1550000	1550000	1	1	1721349128
9486	1110000	1110000	1	1	1721349128
39907	29500	29500	17	17	1721349128
38839	70149	70149	2	2	1721349130
12800	40000	65693	44	65	1721349128
7411	13183	13183	2	2	1721349128
34537	29999	29999	2	10	1721349128
39946	29999	29999	25	25	1721349128
31224	8880000	8880000	1	1	1721349128
23784	34993	34996	49	302	1721349128
4816	15200	15200	1	1	1721349128
37777	187649	187649	3	3	1721349128
9254	1000000	1000000	1	1	1721349131
5974	9998	9998	5	5	1721349128
23116	35625	35625	3	3	1721349128
39338	18143	18145	8	36	1721349128
41496	199996	199996	2	2	1721349128
10398	1772250	1772250	3	3	1721349128
42453	10000	10091	16	35	1721349128
36128	112800	112800	1	1	1721349128
13756	11330	11332	19	282	1721349128
9813	170000	170000	1	1	1721349128
38984	988998	988998	16	16	1721349130
44087	1989997	1989997	2	2	1721349128
38682	2009	2305	39	476	1721349128
39906	50097	50097	16	16	1721349128
42908	12014	12016	20	23	1721349128
41510	40999	40999	41	643	1721349128
24766	398762	398762	1	1	1721349128
24874	127600	127600	1	1	1721349128
15211	54300	54300	1	1	1721349130
6370	17962	17975	23	312	1721349128
25868	557500	557500	4	4	1721349128
40282	6799999	6799999	5	5	1721349128
11139	107	111	30	105	1721349128
44328	5010	5025	15	44	1721349128
13512	162810	162810	13	28	1721349128
25895	1715549	1715549	1	1	1721349128
27698	246200	246337	9	9	1721349131
9872	20000	20000	1	1	1721349128
10259	100000	100000	1	1	1721349128
41116	1409598	1409598	9	9	1721349128
36282	250000	250000	3	3	1721349128
6372	10044	10044	6	65	1721349128
16737	159998	159998	3	3	1721349128
21953	59998	59998	2	2	1721349128
43432	30800	30886	19	19	1721349128
19264	1200023	1200023	7	7	1721349128
2877	119179	119179	1	1	1721349128
36912	8958	10442	474	8844	1721349128
2996	13495	13495	11	86	1721349128
36091	120000	120000	1	1	1721349128
