Alliance - 辛迪加_2024_0723_0846.txt 
物品ID	最低价格	平均价格	拍卖数量	物品数量	数据更新时间
23793	44054	44664	12	135	1721695578
39967	16595	16595	3	3	1721695578
4071	55593	55593	3	3	1721695578
14309	15450	15450	1	1	1721695581
24582	290000	290000	2	2	1721695578
19943	2933	2934	17	52	1721695578
42965	190189	190190	20	21	1721695578
1207	20000	20000	2	2	1721695578
21219	2679	2679	6	6	1721695578
787	0	0	1	0	1721695578
36208	90000	90000	2	2	1721695578
37331	1000000	1000000	1	1	1721695578
5635	2346	2363	31	60	1721695578
22459	49000	49994	22	22	1721695578
3372	200	19935	24	258	1721695581
11178	38791	38797	46	75	1721695578
40212	80410	80458	126	2197	1721695578
4563	10000	10000	1	1	1721695578
20881	1990087	1990087	16	16	1721695578
6346	4999999	4999999	1	1	1721695578
31240	771298	771298	2	2	1721695578
44681	880000	935000	8	8	1721695581
24211	5990000	5990000	1	1	1721695578
6616	1000000	1000000	3	3	1721695581
5996	19996	19996	2	13	1721695578
23848	18998	18998	9	14	1721695578
10256	90000	90000	1	1	1721695578
42725	459983	459983	8	8	1721695578
22866	50000	50000	3	30	1721695578
43351	50157	50159	12	12	1721695578
14211	12900	12900	1	1	1721695578
6047	22475	22475	1	1	1721695578
36416	500000	500000	1	1	1721695578
37794	239995	239995	4	4	1721695578
37093	526	529	14	79	1721695578
15928	60000	60000	1	1	1721695580
4246	9096	9096	18	18	1721695578
4410	209997	209997	4	4	1721695578
10127	99989999	99989999	1	1	1721695578
45737	50035	50036	59	59	1721695578
25744	1519	1519	4	5	1721695578
43007	8499	8993	125	7279	1721695578
40913	29960	29970	46	46	1721695578
40049	186095	186095	37	37	1721695578
9784	20000	20000	1	1	1721695578
4255	100000	100000	1	1	1721695578
33209	500000	500000	1	1	1721695581
28282	399996	399997	13	13	1721695578
12054	99999	99999	2	2	1721695578
4342	109755	109755	4	35	1721695578
4072	23014	23014	5	5	1721695578
36052	110000	110000	1	1	1721695578
2204	10000	10000	1	1	1721695578
38896	2959998	2959998	3	3	1721695578
1288	2293	2294	13	17	1721695578
43359	50148	50148	12	12	1721695578
867	1059999	1059999	1	1	1721695578
12431	20000	20000	2	40	1721695580
2701	339990	339990	6	6	1721695578
4362	8098	8098	13	13	1721695578
12810	9994	9994	1	10	1721695578
14746	21300	21300	1	1	1721695578
4569	9000	9000	3	3	1721695578
36053	100000	100000	1	1	1721695578
1716	2001400	2001400	2	2	1721695578
29363	2254997	2254997	2	2	1721695578
40096	199993	199993	3	3	1721695581
10394	1009997	1009997	3	3	1721695578
41257	14449916	14449916	3	3	1721695578
41245	440000	440000	13	13	1721695578
5528	558879	558879	3	3	1721695578
6574	70000	70000	1	1	1721695578
37747	3996884	3996884	1	1	1721695578
24245	5995	5996	5	19	1721695578
18640	100000000	100000000	1	1	1721695578
10290	109998	109998	1	5	1721695578
38969	720000	720000	2	2	1721695578
28363	90147	90149	28	28	1721695578
15291	686868	686868	1	1	1721695578
22527	387	398	27	456	1721695578
24949	290000	290000	1	1	1721695581
15115	20000	20000	1	1	1721695578
44289	127219	127220	7	7	1721695578
6581	1999999	1999999	2	1	1721695578
42956	9984	9986	20	20	1721695578
19183	2995	2995	5	70	1721695578
40047	165061	165061	8	8	1721695578
19704	4446	4448	17	32	1721695578
40072	11746	11856	22	88	1721695578
24639	56272	56272	1	1	1721695578
24668	30000	30000	1	1	1721695578
14440	1052030	1052030	1	1	1721695578
7469	9004139	9004139	1	1	1721695578
38858	2999999	2999999	1	1	1721695578
40199	17000	17496	92	1253	1721695578
10220	90000	90000	1	1	1721695578
25653	1458257	1458257	2	2	1721695578
37760	188795	188795	1	1	1721695578
14559	20000	20000	1	1	1721695578
34736	13440	13446	50	572	1721695578
36400	301200	301200	1	1	1721695578
31896	158840	158840	2	2	1721695578
36114	60000	60000	1	1	1721695578
37000	240000	240000	1	1	1721695578
6541	100000	100000	1	1	1721695578
929	2968	2968	8	54	1721695578
37891	208799	208799	7	7	1721695578
4091	440000	440000	1	1	1721695578
24622	250000	250000	1	1	1721695581
22528	869	872	30	1233	1721695581
12024	30000	30000	1	1	1721695578
8398	22500	22500	8	8	1721695581
41095	39994	39995	46	46	1721695578
12998	338158	338158	1	1	1721695578
870	1994856	1994856	1	1	1721695578
37201	39864	39864	10	182	1721695578
39209	4387	4387	1	8	1721695578
3740	10000	10000	2	2	1721695578
10072	33800	33800	1	1	1721695581
31916	849992	849992	1	1	1721695578
31228	185897	185897	1	1	1721695578
40909	14996	14998	43	43	1721695581
15726	4999997	4999997	1	1	1721695578
42743	9998	9999	24	24	1721695578
5426	283893	283893	1	1	1721695578
38852	29935	29935	10	10	1721695578
43124	12625	12625	36	656	1721695578
27686	485433	485433	4	4	1721695578
50125	49923	49928	33	34	1721695580
6553	20000	20000	4	4	1721695578
43464	9992	9995	11	76	1721695581
22825	5624	5624	5	67	1721695578
43652	2649	2649	4	36	1721695578
27655	11493	11494	33	224	1721695578
9303	171686	171686	9	9	1721695578
24195	5017499	5017499	4	4	1721695578
10276	3000000	3000000	2	2	1721695578
14428	50000	50000	2	2	1721695578
39083	145300	145300	1	1	1721695578
33459	50000	50000	1	2	1721695578
41777	1959997	1969997	7	7	1721695578
43010	1200	1505	82	1345	1721695578
14573	10000	10000	1	1	1721695578
38399	990000	990000	2	2	1721695581
3819	3191	3192	40	499	1721695578
37809	1605659	1605659	1	1	1721695578
37769	299999	299999	2	2	1721695578
16255	999994	999994	3	3	1721695578
23320	214999	214999	2	2	1721695578
41106	34521	34706	51	51	1721695578
24204	4550000	4550000	3	3	1721695581
37768	338891	338891	3	3	1721695578
3870	20198	20198	5	5	1721695578
10223	21200	21200	1	1	1721695578
6046	1590486	1590486	2	2	1721695578
9827	32500	32500	1	1	1721695578
14501	1502594	1502594	4	4	1721695578
31672	3995	3995	25	130	1721695578
4231	4133	4137	31	159	1721695578
19702	743	746	7	51	1721695578
22521	33363	33363	33	33	1721695578
39088	985500	985500	2	2	1721695580
14257	50000	50000	1	1	1721695578
3647	19998	19998	1	1	1721695578
32381	129998	129998	8	8	1721695578
6290	1000	1000	1	6	1721695578
43108	6650	6651	8	93	1721695578
40048	163413	163416	28	28	1721695578
23424	31494	31497	130	2345	1721695578
2866	449999	449999	2	2	1721695578
37781	169998	169998	3	3	1721695578
40058	167185	167186	10	10	1721695578
3530	494	494	6	103	1721695578
8501	192791	212791	10	10	1721695578
16249	19998	19998	5	5	1721695578
1251	2497	2497	10	162	1721695581
2742	8791	8791	9	12	1721695580
36259	250000	250000	1	1	1721695578
14601	256434	256434	4	4	1721695578
40032	241233	241233	12	12	1721695578
12248	50000	50000	1	1	1721695578
22562	338122	338122	8	8	1721695578
4852	20000	20000	1	1	1721695578
36299	150000	150000	1	1	1721695578
15631	5000000	5000000	1	1	1721695578
9776	70000	70000	1	1	1721695578
42904	19995	19997	25	26	1721695581
17038	159742	159742	4	46	1721695578
14916	289989999	289989999	1	1	1721695578
16043	999997	999997	2	2	1721695578
15734	2999999	2999999	2	2	1721695578
9300	3999997	3999997	2	2	1721695578
6057	199899	199899	11	11	1721695581
36089	90000	90000	1	1	1721695580
14252	50000	50000	1	1	1721695578
38917	8990000	8990000	1	1	1721695578
37775	759997	759997	2	2	1721695578
10179	50000	50000	2	2	1721695578
32756	3330000	3330000	4	4	1721695578
37752	325200	325200	4	4	1721695578
4561	10600	10600	1	1	1721695578
12020	10000	10000	1	1	1721695578
40056	163881	163882	25	25	1721695578
36916	16700	16785	120	2173	1721695581
5007	13672	13672	1	1	1721695578
13310	99999	99999	6	6	1721695578
2686	50000	50000	7	7	1721695578
38928	109995	109997	39	39	1721695578
7282	69999	69999	1	1	1721695578
12834	880000	880000	2	2	1721695578
10505	19442	21086	38	534	1721695578
8387	22232	22241	9	9	1721695578
35664	14999999	14999999	3	3	1721695578
3778	10000	10000	1	1	1721695578
14789	4999996	4999996	2	2	1721695581
36273	108423	108423	1	1	1721695578
12728	994996	994996	2	2	1721695578
38862	198000	198000	2	2	1721695578
24591	290000	290000	1	1	1721695578
43386	50183	50194	12	12	1721695578
39966	63950	63950	4	4	1721695578
24206	5989996	5989996	3	3	1721695578
15262	1008492	1008492	1	1	1721695578
9775	100000	100000	1	1	1721695578
4359	10198	15606	16	167	1721695578
2632	11300	11300	2	2	1721695578
44146	44999	44999	3	5	1721695581
24196	5907500	5907500	2	2	1721695578
42738	8531	8532	23	23	1721695578
44259	23330000	23330000	2	2	1721695578
18512	9978	9980	8	21	1721695578
33447	6400	6457	99	1858	1721695578
34754	13000	13000	10	171	1721695578
41469	71995	71995	3	3	1721695578
24813	50000	50000	3	3	1721695578
6349	769999	769999	5	5	1721695581
39717	7009998	7009998	6	6	1721695578
9395	380000	380000	1	1	1721695581
42469	50140	50141	22	22	1721695578
21899	4999999	4999999	1	1	1721695578
8925	34925	34925	21	286	1721695581
14843	99989993	99989993	1	1	1721695578
46004	268889	268890	16	16	1721695578
34599	1003	1004	11	158	1721695578
36917	22175	22185	73	615	1721695578
29426	10096	10096	4	52	1721695578
36976	999999	999999	2	2	1721695578
22575	6000	8311	89	391	1721695578
16680	269999	269999	1	1	1721695578
6125	3889950	3889950	1	1	1721695578
31911	719950	719950	2	2	1721695578
44284	99999	99999	1	1	1721695582
23077	24968	24971	64	136	1721695578
40022	299985	299985	4	4	1721695578
24167	4999999	4999999	1	1	1721695580
36264	100000	100000	1	1	1721695578
31275	361113	361113	1	1	1721695578
23100	3562	3563	29	29	1721695578
36373	120000	120000	3	3	1721695578
20008	149996	149996	1	5	1721695578
29534	999898	999898	4	4	1721695578
38439	699999	699999	1	1	1721695578
21949	209998	209998	2	2	1721695580
41470	79896	79896	6	6	1721695578
10234	1200000	1200000	1	1	1721695581
40892	8598	8598	4	4	1721695578
4593	9488	9488	21	405	1721695578
28270	2617998	2617998	3	3	1721695578
21892	3999999	3999999	1	1	1721695580
11166	521548	521548	6	6	1721695578
3611	9999	9999	2	2	1721695578
41094	17415	17416	70	70	1721695578
23736	4011	4654	29	511	1721695578
15234	25500	25500	2	2	1721695578
25848	282034	282034	6	6	1721695578
6413	15600	15600	3	3	1721695578
13110	19988888	19988888	1	1	1721695578
7415	13339	13339	3	3	1721695578
15663	60000	60000	1	1	1721695581
3737	5989996	5989996	2	2	1721695578
20974	129995	129995	6	6	1721695578
23144	3999999	3999999	1	1	1721695578
6361	4997	4997	11	111	1721695578
43371	50185	50187	24	24	1721695578
43425	50143	50145	17	17	1721695578
43364	50181	50190	8	8	1721695578
41435	249997	249997	4	4	1721695578
14930	289989999	289989999	1	1	1721695578
13055	499997	499997	1	1	1721695578
24212	550799	550799	3	3	1721695578
43118	12225	30861	5	72	1721695581
37819	404753	404753	2	2	1721695578
35981	60000	60000	1	1	1721695578
955	5550	5550	1	1	1721695578
42410	12219	12221	25	25	1721695578
6373	9998	9998	2	18	1721695578
16000	3316	3613	16	168	1721695578
21371	30000000	30000000	1	1	1721695578
37647	190339	190339	6	6	1721695578
7560	2999999	2999999	2	2	1721695578
4861	5000	5000	1	1	1721695580
45741	50196	50196	16	16	1721695578
4340	49610	49610	17	165	1721695581
48720	9018	9018	21	21	1721695578
942	19988888	19988888	1	1	1721695578
31151	1009928	1009928	1	1	1721695578
7734	994354	994354	3	3	1721695578
15557	30000	30000	1	1	1721695578
41386	5000050	5036772	10	10	1721695578
22448	3047	3105	46	178	1721695578
13066	550000	550000	1	1	1721695578
43501	1540	1541	11	87	1721695578
8397	509998	509998	2	2	1721695578
2099	1009899	1009899	1	1	1721695578
14401	125552	125552	2	2	1721695578
41384	19989995	19989995	1	1	1721695578
43395	50133	50136	21	21	1721695581
7454	20008	20008	3	3	1721695578
44675	899999	899999	4	4	1721695578
36683	100000	100000	1	1	1721695578
40347	5799998	5803231	10	10	1721695578
9780	10800	10800	4	4	1721695578
24297	5990000	5990000	1	1	1721695580
14483	69999	69999	5	5	1721695578
5488	2888888	2888888	1	1	1721695578
43469	981298	981298	3	3	1721695578
21900	330725	330725	2	2	1721695578
35623	161719	163342	94	260	1721695578
36126	106000	106000	1	1	1721695578
25893	932945	932945	1	1	1721695581
44267	190447	190447	8	8	1721695581
13031	149999	149999	1	1	1721695578
9910	8006945	8006945	1	1	1721695578
18710	986100	986100	3	3	1721695578
37365	159197	159198	12	12	1721695581
40027	296965	296965	23	23	1721695578
25031	372476	372476	1	1	1721695578
4389	755	755	36	207	1721695578
39952	69996	69996	2	2	1721695578
3846	18888	18888	4	4	1721695578
40017	108343	108345	23	23	1721695578
28421	1911000	1911000	1	10	1721695578
9889	20000	20000	1	1	1721695580
3416	3888888	3888888	1	1	1721695578
45804	35708	35709	29	29	1721695578
14155	69999	70039	59	59	1721695578
8122	30000	30000	1	1	1721695578
13117	30018488	30018488	1	1	1721695578
5961	19999	19999	13	13	1721695578
36379	662200	662200	1	1	1721695578
41553	2559555	2559555	1	1	1721695580
9915	10000	10000	1	1	1721695578
36162	99908	99908	2	2	1721695578
35985	77500	77500	1	1	1721695578
15986	134300	134300	1	1	1721695578
6053	20448	20448	6	6	1721695578
1168	30000000	30000000	1	1	1721695578
1793	70000	70000	2	2	1721695578
4796	70000	70000	1	1	1721695578
4233	10445	33941	13	184	1721695578
23426	19994	22756	76	420	1721695578
10822	6669998	6669998	2	2	1721695581
1976	2999889	2999889	1	1	1721695578
37782	599998	599998	2	2	1721695578
45604	200196	200196	10	10	1721695581
14834	509995	509995	1	1	1721695581
14313	24100	24100	1	1	1721695580
5571	20500	20500	1	1	1721695578
6419	150000	150000	1	1	1721695580
44955	9000	9000	18	18	1721695578
36418	200000	200000	2	2	1721695578
24078	69900	69900	21	21	1721695578
19821	349997	349997	5	5	1721695581
1685	53994	53994	2	2	1721695581
13288	999997	999997	2	2	1721695578
41805	17500	18098	23	271	1721695578
34769	10095	10095	41	374	1721695578
41448	188899	188899	3	3	1721695581
22279	8880142	8880142	3	3	1721695578
12184	8191	8191	12	124	1721695578
38425	47873	47873	7	136	1721695578
36370	661999	661999	1	1	1721695581
43361	50155	50156	15	15	1721695578
22788	69992	74993	55	178	1721695578
44750	476	478	61	1143	1721695578
20548	3990000	3990000	1	1	1721695578
3993	49900	49900	1	1	1721695578
38857	509996	509996	5	6	1721695578
31914	7890000	7890000	1	1	1721695578
5110	30000	30000	1	1	1721695578
5071	9998	9998	1	1	1721695578
9907	9989998	9989998	2	2	1721695578
20749	82250	88250	17	17	1721695578
41984	2308882	2308882	2	2	1721695578
34768	18793	18794	20	344	1721695578
13495	99899	99899	6	6	1721695578
10026	229999	229999	2	2	1721695578
8491	14888888	14888888	1	1	1721695581
20823	19900	19900	23	23	1721695578
13120	50000	50000	1	1	1721695578
1296	12998	12998	1	1	1721695578
3466	49861	49861	17	168	1721695581
16111	309492	309492	6	6	1721695578
31318	3507486	3507486	2	2	1721695578
13477	4989998	4989998	2	2	1721695578
37765	248556	248556	2	2	1721695578
24967	59932	59932	1	1	1721695578
9293	82800	82800	7	7	1721695578
4720	19999	19999	1	1	1721695578
24848	87600	87600	1	1	1721695578
6583	900000	900000	1	1	1721695578
14127	12250	12250	1	1	1721695578
44446	40000	49999	21	21	1721695578
9793	10000	10000	1	1	1721695578
28118	110249	110249	12	12	1721695578
34537	29995	29995	1	4	1721695578
25188	250000	250000	1	1	1721695578
29958	2556248	2556248	1	1	1721695578
23784	28486	28492	48	266	1721695578
4816	15200	15200	1	1	1721695578
37777	227650	227650	4	4	1721695580
9254	1000000	1000000	1	1	1721695578
5974	3999995	3999995	5	5	1721695578
23116	4000	13293	15	14	1721695578
39338	6016	6020	18	130	1721695578
41496	109988	109988	4	4	1721695578
31286	500000	500000	1	1	1721695578
10398	1600000	1600000	6	6	1721695578
42453	9018	9410	36	36	1721695578
36128	112800	112800	1	1	1721695578
13756	7493	7493	3	23	1721695578
9813	10000	10000	2	2	1721695578
21894	2999999	2999999	1	1	1721695580
44087	1989996	1989996	3	3	1721695578
21840	14498	14498	2	13	1721695580
38682	7020	7021	64	401	1721695578
39906	22987	22989	47	47	1721695578
42908	10389	10390	35	35	1721695578
41510	39594	39594	53	937	1721695578
24766	475787	475787	1	1	1721695578
5956	10	10	13	13	1721695578
20546	3953853	3953853	2	2	1721695578
6370	8022	8022	8	96	1721695581
40282	9999992	9999992	4	4	1721695578
11139	1144	1148	29	107	1721695578
44328	11099	11223	14	35	1721695578
13512	132800	142800	7	17	1721695578
25895	1708659	1708659	1	1	1721695578
27698	198766	198766	5	5	1721695578
25009	1500000	1500000	1	1	1721695578
9872	50000	50000	1	1	1721695578
10259	50000	50000	1	1	1721695578
41116	455045	455045	6	6	1721695578
6604	10000	10000	1	1	1721695578
36282	250000	250000	2	2	1721695578
6372	3153	3153	2	30	1721695578
16737	89999	89999	7	7	1721695580
21953	49996	49996	5	5	1721695578
36076	50000	50000	1	1	1721695578
24663	98800	98800	2	2	1721695578
36377	118878	118878	2	2	1721695578
43432	39882	39882	64	67	1721695578
19264	298121	298121	5	5	1721695578
24077	50000	50000	4	4	1721695578
36912	9398	9655	646	12257	1721695578
2996	3992	3994	33	352	1721695578
35759	700000	700000	3	3	1721695578
21071	12849	12849	1	2	1721695578
23484	90000	90000	4	4	1721695578
36349	259998	259998	3	3	1721695581
22827	205622	205623	5	53	1721695578
